58930.589682481	Load R1	0	0	0
58930.59940916	Load R11	0	0	0
58930.602549316	Load C1	0	0	0
58930.604268159	Load R15	0	0	0
58930.605077067	Load R16	0	0	0
58930.605695235	Load R18	0	0	0
58930.606054798	Load R17	0	0	0
58930.606410779	Load I2	0	0	0
58930.606932302	Load C13	0	0	0
58930.607552691	Load C17	0	0	0
58930.607996198	Load C12	0	0	0
58930.608396421	Load C14	0	0	0
58930.608773829	Load C18	0	0	0
58930.609084231	Load C19	0	0	0
58930.609394148	Load C20	0	0	0
58930.610179948	PV_Load R1	0	0	0
58930.635623443	PV_Load R11	0	0	0
58930.639110854	PV_Load R15	0	0	0
58930.64249287	PV_Load R16	0	0	0
58930.644770314	PV_Load R17	0	0	0
58930.646430666	PV_Load R18	0	0	0
58930.648379749	PV_Load I2	0	0	0
58930.649913243	PV_Load C1	0	0	0
58930.652314965	PV_Load C12	0	0	0
58930.654327951	PV_Load C13	0	0	0
58930.656934503	PV_Load C14	0	0	0
58930.658933383	PV_Load C17	0	0	0
58930.660851088	PV_Load C18	0	0	0
58930.662405417	PV_Load C19	0	0	0
58930.719451188	PV_Load C20	0.0	0.0	0
58931.784014644	Load R11	14.25	4.683748	0
58931.800259984	Load R1	190.0	62.44998	0
58931.842641884	Load C17	22.5	10.897247	0.9752582523371334
58931.881307936	Load C14	22.5	10.897247	0.9771113518225552
58932.10602009	Load C18	7.2	3.487119	0.9547726666380641
58932.127135494	Load R18	44.65	14.675745	0
58932.195513052	PV_Load R1	0.0	0.0	0.9844218095201103
58932.260333796	PV_Load I2	0.0	0.0	0
58932.277353846	PV_Load C12	0.0	0.0	0.9580844409442846
58932.416144499	PV_Load R16	0.0	0.0	0
58932.562183344	Load C12	18.0	8.717798	0.9580844409442847
58932.618123644	Load C1	108.0	52.306787	0
58932.641434712	PV_Load R11	0.0	0.0	0
58932.651495451	Load R15	49.4	16.236995	0
58932.68386323	Load C20	7.2	3.487119	0
58932.696147059	PV_Load C19	0.0	0.0	0
58932.702027544	Load C13	18.0	8.717798	0
58932.70928212	PV_Load C17	0.0	0.0	0
58932.730158956	PV_Load R18	0.0	0.0	0
58932.732801209	PV_Load R17	0.0	0.0	0
58932.743837901	PV_Load C18	0.0	0.0	0
58932.745053402	Load R17	33.25	10.928746	0
58932.766367373	PV_Load C13	0.0	0.0	0
58932.780592207	PV_Load R15	0.0	0.0	0
58932.819941539	Load I2	85.0	52.678269	0
58932.834447361	PV_Load C1	0.0	0.0	0
58932.83669554	PV_Load C14	0.0	0.0	0
58932.838658549	Load R11	0.3602825745682888	0.14120135534536624	0.9753151565411984
58932.840603561	Load C19	14.4	6.974238	0.9522299381250373
58932.841518751	Load R1	0.7815269015382434	0.3062947406443273	0.9844218095200847
58932.844698019	Load C17	0.1696367374914325	0.06648375175751463	0.9752582523371334
58932.849053979	Load R16	52.25	17.173744	0.9696368958271704
58932.893141245	Load C14	0.27733962110740706	0.10869448914719464	0.9251228923699505
58933.10097914	Load C18	0.2431688417618271	0.09530233338560977	0.9436931038414873
58933.125287974	Load R18	1.1101134215500943	0.4350738303060631	0.929780832214707
58933.19663329	PV_Load R1	-0.0	-0.0	0.9866410305403442
58933.562456145	Load C12	0.2468614832788269	0.0967495473887564	0.9580844409442847
58933.611958528	Load C1	0.07841115180825718	0.030730769931862488	0.9803029226673137
58933.627215844	PV_Load R11	-0.0	-0.0	0.9738090498094969
58933.650473104	Load R15	1.3666300768386388	0.5356074168632371	0
58933.681454911	Load C20	0.17603249830737985	0.06899036784006785	0.9511612660657403
58933.685325532	PV_Load C19	-0.0	-0.0	0.9489469056543822
58933.686093585	Load C13	0.09927443867045788	0.03890747507901508	0.9499925002037387
58933.726627963	PV_Load C17	-0.0	-0.0	0.9613863713252818
58933.732425772	Load R17	0.1263712154453708	0.049527199362636616	0
58933.736222891	Load I2	4.9049851924975325	1.9223537468041718	0
58933.823465418	Load C19	0.10018120631633444	0.03926285396664105	0.9583317929901856
58933.85374168	Load R16	0.07692794732176778	0.03014947486368557	0.9696368958271704
58933.888520939	Load C14	0.2872916497276201	0.11259487187121008	0.9251228923699505
58934.260729437	PV_Load I2	-0.0	-0.0	0.9778953231800436
58934.307664572	PV_Load C12	-0.0	-0.0	0.9755110041735974
58934.646173386	Load R15	1.129527991218441	0.4426827565881694	0
58934.70079769	Load C20	0.17603249830737985	0.06899036784006785	0.9741366674536788
58934.702113413	Load C13	0.09927443867045788	0.03890747507901508	0.9755682154897994
58934.705475295	PV_Load C17	-0.0	-0.0	0.974658743657491
58934.746838798	PV_Load C1	-0.0	-0.0	0.9855880054338364
58934.749045534	PV_Load R18	-0.0	-0.0	0.981874667592316
58934.751538389	PV_Load R17	-0.0	-0.0	0.9824043745667917
58934.752330322	Load I2	1.2179170779861794	0.47732406241401704	0.9778953231800438
58934.754674666	Load R17	0.1263712154453708	0.049527199362636616	0.9824043745667917
58934.757979794	PV_Load R15	-0.0	-0.0	0.9838249263115282
58934.759489067	PV_Load C13	-0.0	-0.0	0.9755682154897994
58934.760940726	PV_Load C14	-0.0	-0.0	0.9765415915800744
58934.794741071	Load R11	0.3602825745682888	0.14120135534536624	0.986934488431626
58934.832040746	Load C19	0.10018120631633444	0.03926285396664105	0.9741471610238988
58934.862891028	Load C17	0.1696367374914325	0.06648375175751463	0.97465874365749
58934.864533771	Load R16	0.07692794732176778	0.03014947486368557	0.9838768763003718
58934.896337395	Load C14	0.3783234409301569	0.1482719020820571	0.9765415915800734
