# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        8.480       12.883
       0.100      608.100       28.094      363.719
       0.201      338.700       47.117      450.215
       0.301       99.700       60.363      487.730
       0.401       79.700       86.312      517.746
       0.502       99.600      118.992      589.008
       0.602       99.600      127.180      603.676
       0.703       99.600      136.230      636.305
       0.803       99.600      140.410      903.320
       0.903       99.700      140.855      904.008
       1.004      109.600      141.262      904.258
       1.104       99.700      141.516      904.508
       1.204       69.700      142.062     3368.930
       1.305       69.700      142.637     5577.695
       1.406       29.800      142.988     5978.141
       1.506        0.000      142.988     5978.141
       1.607        0.000      142.988     5978.141
       1.708        0.000      142.988     5978.141
       1.809        0.000      142.988     5978.141
       1.909        0.000      142.988     5978.141
       2.010        0.000      142.988     5978.141
       2.111        0.000      142.988     5978.141
       2.212       59.600      144.004     6058.180
       2.312       59.600      145.887     6058.180
       2.413       89.600      146.828     6058.180
       2.513        9.900      146.898     6058.180
       2.614        0.000      146.898     6058.180
       2.715        0.000      146.898     6058.180
       2.816        0.000      146.898     6058.180
       2.917        0.000      146.898     6058.180
       3.018        0.000      146.898     6058.180
       3.119        0.000      146.898     6058.180
       3.220       39.700      146.949     6058.180
       3.320       59.700      147.176     6058.430
       3.421       29.800      147.254     6058.430
       3.522       99.400      147.254     6058.430
       3.622       99.600      152.789     6063.980
       3.722       29.800      155.734     6064.023
       3.823        0.000      155.734     6064.023
       3.924        0.000      155.734     6064.023
       4.025        0.000      155.734     6064.023
       4.125        0.000      155.734     6064.023
       4.226       39.700      156.242     6064.023
       4.327       49.700      156.445     6064.023
       4.428       19.800      156.457     6064.273
       4.529        0.000      156.457     6064.273
       4.630        0.000      156.457     6064.273
       4.731       79.400      156.809     6064.273
       4.831        0.000      156.809     6064.273
       4.932        0.000      156.809     6064.273
       5.033        0.000      156.809     6064.273
       5.134        0.000      156.809     6064.273
       5.235       49.600      156.809     6064.273
       5.336       49.600      156.809     6064.273
       5.436       19.800      156.812     6064.273
       5.537        0.000      156.812     6064.273
       5.638        0.000      156.812     6064.273
       5.739       19.900      156.812     6064.273
       5.840       49.700      156.812     6064.273
       5.940        0.000      156.812     6064.273
       6.041        0.000      156.812     6064.273
       6.141        0.000      156.812     6064.273
       6.242       59.600      156.816     6064.273
       6.343       29.800      156.816     6064.273
       6.444       29.700      156.820     6064.273
       6.545        0.000      156.820     6064.273
       6.646        0.000      156.820     6064.273
