# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       8.953        0.000      157.367     6384.734
       9.053        0.000      157.367     6384.734
       9.154        0.000      157.367     6384.734
       9.255       79.400      157.367     6384.734
       9.356       69.600      157.371     6384.734
       9.456       49.600      157.375     6384.734
       9.557        0.000      157.375     6384.734
       9.658        0.000      157.375     6384.734
       9.759        0.000      157.375     6384.734
       9.860        0.000      157.375     6384.734
       9.961        0.000      157.375     6384.734
      10.061        0.000      157.375     6384.734
      10.162        0.000      157.375     6384.734
      10.263        9.900      157.406     6384.734
      10.364       99.600      157.430     6384.734
      10.464       49.800      157.469     6384.734
      10.565        0.000      157.469     6384.734
      10.666        0.000      157.469     6384.734
      10.766        0.000      157.469     6384.734
      10.867        0.000      157.469     6384.734
      10.968        0.000      157.469     6384.734
      11.068        0.000      157.469     6384.734
      11.169        0.000      157.469     6384.734
      11.270       29.800      157.469     6384.734
      11.371       69.500      157.504     6384.734
      11.471       99.400      157.516     6384.734
      11.572       39.800      157.516     6384.734
      11.673        0.000      157.516     6384.734
      11.773        0.000      157.516     6384.734
      11.874        0.000      157.516     6384.734
      11.974        0.000      157.516     6384.734
      12.075        0.000      157.516     6384.734
      12.175        0.000      157.516     6384.734
      12.276       29.700      157.516     6384.734
      12.377       59.600      157.523     6384.734
      12.478       49.600      157.527     6384.734
      12.578       79.600      157.531     6384.734
      12.679       10.000      157.531     6384.734
      12.780        0.000      157.531     6384.734
      12.880        0.000      157.531     6384.734
      12.981        0.000      157.531     6384.734
      13.082        0.000      157.531     6384.734
      13.183        0.000      157.531     6384.734
      13.284       29.800      157.531     6384.734
      13.384       59.600      157.531     6384.734
      13.485       59.600      157.531     6384.734
      13.586        0.000      157.531     6384.734
      13.687       79.400      157.531     6384.734
      13.787        0.000      157.531     6384.734
      13.888        0.000      157.531     6384.734
      13.988        0.000      157.531     6384.734
      14.089        0.000      157.531     6384.734
      14.190        0.000      157.531     6384.734
      14.291       29.700      157.535     6384.734
      14.392       49.600      157.535     6384.734
      14.492       39.700      157.539     6384.734
      14.593        0.000      157.539     6384.734
      14.694       19.900      157.539     6384.734
      14.794       69.600      157.539     6384.734
      14.895        0.000      157.539     6384.734
      14.995        0.000      157.539     6384.734
      15.096        0.000      157.539     6384.734
      15.197        0.000      157.539     6384.734
      15.297       19.900      157.539     6384.734
      15.398       59.700      157.539     6384.734
      15.498       39.700      157.539     6384.734
      15.599        0.000      157.539     6384.734
      15.700        0.000      157.539     6384.734
      15.800       29.800      157.539     6384.734
      15.901       39.800      157.539     6384.734
      16.001        0.000      157.539     6384.734
      16.102        0.000      157.539     6384.734
      16.203        0.000      157.539     6384.734
      16.304       29.800      157.539     6384.734
      16.405       89.400      157.547     6384.734
      16.505       19.800      157.547     6384.734
      16.606        0.000      157.547     6384.734
      16.707        0.000      157.547     6384.734
      16.808        0.000      157.547     6384.734
      16.908       69.600      157.547     6384.734
      17.009       10.000      157.547     6384.734
      17.109        0.000      157.547     6384.734
      17.210        0.000      157.547     6384.734
      17.311       39.700      157.547     6384.734
      17.412       89.400      157.547     6384.734
      17.513       19.800      157.547     6384.734
      17.613        0.000      157.547     6384.734
      17.714        0.000      157.547     6384.734
      17.814        0.000      157.547     6384.734
      17.915        0.000      157.547     6384.734
      18.015       79.600      157.547     6384.734
      18.116        0.000      157.547     6384.734
      18.216        0.000      157.547     6384.734
      18.317       19.900      157.547     6384.734
      18.417       89.600      157.547     6384.734
      18.518        9.900      157.547     6384.734
      18.618        0.000      157.547     6384.734
      18.719        0.000      157.547     6384.734
      18.820        0.000      157.547     6384.734
      18.921        0.000      157.547     6384.734
      19.022        9.900      157.547     6384.734
      19.122       69.700      157.547     6384.734
      19.223        0.000      157.547     6384.734
      19.324       29.800      157.551     6384.734
      19.424       69.600      157.566     6384.734
      19.525        0.000      157.566     6384.734
      19.625        0.000      157.566     6384.734
      19.726        0.000      157.566     6384.734
      19.827        0.000      157.566     6384.734
      19.928        0.000      157.566     6384.734
      20.029        0.000      157.566     6384.734
      20.130       39.700      157.566     6384.734
      20.230       39.800      157.566     6384.734
      20.331       29.800      157.574     6384.734
      20.432       69.500      157.574     6384.734
      20.532       19.900      157.574     6384.734
      20.633        0.000      157.574     6384.734
      20.734        0.000      157.574     6384.734
      20.835        0.000      157.574     6384.734
      20.935        0.000      157.574     6384.734
      21.036        0.000      157.574     6384.734
      21.136        0.000      157.574     6384.734
      21.237       59.700      157.574     6384.734
      21.337       49.800      157.574     6384.734
      21.438       59.600      157.578     6384.734
      21.538        9.900      157.578     6384.734
      21.639        0.000      157.578     6384.734
      21.740        0.000      157.578     6384.734
      21.840        0.000      157.578     6384.734
      21.941        0.000      157.578     6384.734
      22.042        0.000      157.578     6384.734
      22.142        0.000      157.578     6384.734
      22.243        0.000      157.578     6384.734
      22.343       99.500      157.578     6384.734
      22.444       59.700      157.582     6384.734
      22.544        9.900      157.582     6384.734
      22.645        0.000      157.582     6384.734
      22.745        0.000      157.582     6384.734
      22.846        0.000      157.582     6384.734
      22.947        0.000      157.582     6384.734
      23.048        0.000      157.582     6384.734
      23.148        0.000      157.582     6384.734
      23.249        9.900      157.586     6384.734
      23.350       29.800      157.609     6384.734
      23.450      119.500      157.613     6384.734
      23.550       29.900      157.617     6384.734
      23.651        0.000      157.617     6384.734
      23.752        0.000      157.617     6384.734
      23.852        0.000      157.617     6384.734
      23.953        0.000      157.617     6384.734
      24.054        0.000      157.617     6384.734
      24.155        0.000      157.617     6384.734
      24.255        0.000      157.617     6384.734
      24.356       39.800      157.625     6384.734
      24.457       79.500      157.645     6384.734
      24.557       99.500      157.645     6384.734
      24.658       19.900      157.645     6384.734
      24.758        0.000      157.645     6384.734
      24.859        0.000      157.645     6384.734
      24.960        0.000      157.645     6384.734
      25.061        0.000      157.645     6384.734
      25.161        0.000      157.645     6384.734
      25.262        0.000      157.645     6384.734
      25.363       39.700      157.645     6384.734
      25.464       89.300      157.648     6384.734
      25.564        9.900      157.648     6384.734
      25.665       89.400      157.648     6384.734
      25.766        0.000      157.648     6384.734
      25.866        0.000      157.648     6384.734
      25.967        0.000      157.648     6384.734
      26.067        0.000      157.648     6384.734
      26.168        0.000      157.648     6384.734
      26.268        0.000      157.648     6384.734
      26.369       29.800      157.648     6384.734
      26.470       69.500      157.648     6384.734
      26.570        9.900      157.648     6384.734
      26.671        0.000      157.648     6384.734
      26.772       59.600      157.203     6384.734
      26.872        0.000      157.203     6384.734
      26.973        0.000      157.203     6384.734
      27.073        0.000      157.203     6384.734
      27.174        0.000      157.203     6384.734
      27.274       10.000      157.203     6384.734
      27.375       29.800      157.203     6384.734
      27.476       39.700      157.203     6384.734
      27.576       19.800      157.203     6384.734
      27.677        0.000      157.203     6384.734
      27.778       39.800      157.203     6384.734
      27.878       19.900      157.203     6384.734
      27.979        0.000      157.203     6384.734
      28.079        0.000      157.203     6384.734
      28.180        0.000      157.203     6384.734
      28.281        0.000      157.203     6384.734
      28.381       49.800      157.203     6384.734
      28.482       39.700      157.203     6384.734
      28.583        9.900      157.203     6384.734
      28.683        0.000      157.203     6384.734
      28.784        0.000      157.203     6384.734
      28.885       79.500      157.203     6384.734
      28.985        0.000      157.203     6384.734
      29.086        0.000      157.203     6384.734
      29.187        0.000      157.203     6384.734
      29.288        9.900      157.203     6384.734
      29.389       59.500      157.203     6384.734
      29.489       39.700      157.203     6384.734
      29.590       19.800      157.203     6384.734
      29.691        0.000      157.203     6384.734
      29.792        0.000      157.203     6384.734
      29.893       19.900      157.203     6384.734
      29.993       59.700      157.203     6384.734
      30.094        0.000      157.203     6384.734
      30.194        0.000      157.203     6384.734
      30.295        0.000      157.203     6384.734
      30.396       59.600      157.203     6384.734
      30.496       49.700      157.203     6384.734
      30.597       19.800      157.203     6384.734
      30.698        0.000      157.203     6384.734
      30.799        0.000      157.203     6384.734
      30.900        0.000      157.203     6384.734
      31.001       49.700      157.203     6384.734
      31.101       19.900      157.203     6384.734
      31.202        0.000      157.203     6384.734
      31.302        0.000      157.203     6384.734
      31.403       39.800      157.203     6384.734
      31.503       69.500      157.203     6384.734
      31.604        0.000      157.203     6384.734
      31.705        0.000      157.203     6384.734
      31.806        0.000      157.203     6384.734
      31.906        0.000      157.203     6384.734
      32.007        0.000      157.203     6384.734
      32.107       89.600      157.203     6384.734
      32.208        0.000      157.203     6384.734
      32.308       10.000      157.203     6384.734
      32.409       39.800      157.207     6384.734
      32.510       39.700      157.211     6384.734
      32.610       19.900      157.211     6384.734
      32.711        0.000      157.211     6384.734
      32.812        0.000      157.211     6384.734
      32.913        0.000      157.211     6384.734
      33.014        0.000      157.211     6384.734
      33.115        9.900      157.211     6384.734
      33.216       59.600      157.211     6384.734
      33.316        9.900      157.211     6384.734
      33.417       59.600      157.211     6384.734
      33.518       39.700      157.211     6384.734
      33.619        9.900      157.211     6384.734
      33.720        0.000      157.211     6384.734
      33.821        0.000      157.211     6384.734
      33.922        0.000      157.211     6384.734
      34.023        0.000      157.211     6384.734
      34.124        0.000      157.211     6384.734
      34.225       39.700      157.211     6384.734
      34.325       49.700      157.211     6384.734
      34.426       59.600      157.211     6384.734
      34.526       29.800      157.211     6384.734
      34.627       19.800      157.211     6384.734
      34.728        0.000      157.211     6384.734
      34.829        0.000      157.211     6384.734
      34.930        0.000      157.211     6384.734
      35.031        0.000      157.211     6384.734
      35.131        0.000      157.211     6384.734
      35.232        0.000      157.211     6384.734
      35.333       79.500      157.211     6384.734
      35.434       59.700      157.223     6384.734
      35.534       19.800      157.223     6384.734
      35.635       19.800      157.223     6384.734
      35.736        0.000      157.223     6384.734
      35.837        0.000      157.223     6384.734
      35.938        0.000      157.223     6384.734
      36.039        0.000      157.223     6384.734
      36.140        0.000      157.223     6384.734
      36.242        0.000      157.223     6384.734
      36.343       19.800      157.223     6384.734
      36.443      119.400      157.223     6384.734
      36.544       29.800      157.223     6384.734
      36.645       19.800      157.223     6384.734
      36.745        0.000      157.223     6384.734
      36.846        0.000      157.223     6384.734
      36.947        0.000      157.223     6384.734
      37.048        0.000      157.223     6384.734
      37.149        0.000      157.223     6384.734
      37.251        0.000      157.223     6384.734
      37.351       29.800      157.223     6384.734
      37.452       49.700      157.238     6384.734
      37.553       99.400      157.242     6384.734
      37.653       39.800      157.242     6384.734
      37.754        0.000      157.242     6384.734
      37.855        0.000      157.242     6384.734
      37.956        0.000      157.242     6384.734
      38.057        0.000      157.242     6384.734
      38.158        0.000      157.242     6384.734
      38.258        0.000      157.242     6384.734
      38.359       29.800      157.250     6384.734
      38.459       59.600      157.250     6384.734
      38.560        9.900      157.250     6384.734
      38.661       99.400      157.250     6384.734
      38.761        0.000      157.250     6384.734
      38.862        0.000      157.250     6384.734
      38.962        0.000      157.250     6384.734
      39.063        0.000      157.250     6384.734
      39.164        0.000      157.250     6384.734
      39.265        0.000      157.250     6384.734
      39.365       19.900      157.250     6384.734
      39.466       59.700      157.258     6384.734
      39.566        0.000      157.258     6384.734
      39.666        9.900      157.258     6384.734
      39.767       69.600      157.258     6384.734
      39.868        0.000      157.258     6384.734
      39.968        0.000      157.258     6384.734
      40.069        0.000      157.258     6384.734
      40.169        0.000      157.258     6384.734
      40.270        0.000      157.258     6384.734
      40.371       29.800      157.258     6384.734
      40.472       69.400      157.258     6384.734
      40.573        9.900      157.258     6384.734
      40.673        0.000      157.258     6384.734
      40.774       29.800      157.258     6384.734
      40.874       39.800      157.258     6384.734
      40.975        0.000      157.258     6384.734
      41.075        0.000      157.258     6384.734
      41.176        0.000      157.258     6384.734
      41.276        0.000      157.258     6384.734
      41.377       29.700      157.258     6384.734
      41.478       89.400      157.266     6384.734
      41.579        0.000      157.266     6384.734
      41.679        9.900      157.266     6384.734
      41.780        0.000      157.266     6384.734
      41.881       69.700      157.266     6384.734
      41.981       10.000      157.266     6384.734
      42.082        0.000      157.266     6384.734
      42.182        0.000      157.266     6384.734
      42.283        9.900      157.266     6384.734
      42.384       39.600      157.266     6384.734
      42.485       79.500      157.270     6384.734
      42.585        0.000      157.270     6384.734
      42.686        9.900      157.270     6384.734
      42.787        0.000      157.270     6384.734
      42.888        0.000      157.270     6384.734
      42.989       69.400      157.270     6384.734
      43.090        0.000      157.270     6384.734
      43.190        0.000      157.270     6384.734
      43.291        9.900      157.270     6384.734
      43.392       29.700      157.270     6384.734
      43.493       79.400      157.270     6384.734
      43.593        9.900      157.270     6384.734
      43.694        9.900      157.270     6384.734
      43.795        0.000      157.270     6384.734
      43.896        0.000      157.270     6384.734
      43.997       19.900      157.270     6384.734
      44.097       39.800      157.270     6384.734
      44.198        0.000      157.270     6384.734
      44.299        0.000      157.270     6384.734
      44.400       29.700      157.270     6384.734
      44.500       69.600      157.273     6384.734
      44.601        9.900      157.277     6384.734
      44.702        0.000      157.277     6384.734
      44.803        0.000      157.277     6384.734
      44.904        0.000      157.277     6384.734
      45.005        0.000      157.277     6384.734
      45.106       69.400      157.277     6384.734
      45.206        0.000      157.277     6384.734
      45.307        0.000      157.277     6384.734
      45.407       19.900      157.277     6384.734
      45.508       89.500      157.277     6384.734
      45.609        9.900      157.277     6384.734
      45.710        9.900      157.277     6384.734
      45.810        0.000      157.277     6384.734
      45.911        0.000      157.277     6384.734
      46.012        0.000      157.277     6384.734
      46.113        0.000      157.277     6384.734
      46.214       79.400      157.277     6384.734
      46.314        0.000      157.277     6384.734
      46.415       19.900      157.277     6384.734
      46.516       89.300      157.277     6384.734
      46.617        9.900      157.277     6384.734
      46.717        0.000      157.277     6384.734
      46.818        0.000      157.277     6384.734
      46.919        0.000      157.277     6384.734
      47.020        0.000      157.277     6384.734
      47.120        0.000      157.277     6384.734
      47.221       29.800      157.277     6384.734
      47.321       39.800      157.285     6384.734
      47.422       29.800      157.285     6384.734
      47.523       59.500      157.305     6384.734
      47.624       19.800      157.305     6384.734
      47.725        0.000      157.305     6384.734
      47.826        0.000      157.305     6384.734
      47.926        0.000      157.305     6384.734
      48.027        0.000      157.305     6384.734
      48.128        0.000      157.305     6384.734
      48.229        0.000      157.305     6384.734
      48.330       69.500      157.559     6384.734
      48.430       29.800      157.305     6384.734
      48.531       69.400      157.305     6384.734
      48.632        9.900      157.305     6384.734
      48.733        0.000      157.305     6384.734
      48.834        0.000      157.305     6384.734
      48.935        0.000      157.305     6384.734
      49.035        0.000      157.305     6384.734
      49.136        0.000      157.305     6384.734
      49.236        0.000      157.305     6384.734
      49.337        9.900      157.305     6384.734
      49.438      109.400      157.562     6384.734
      49.538       69.500      157.320     6384.734
      49.639       19.800      157.320     6384.734
      49.740        0.000      157.320     6384.734
      49.841        0.000      157.320     6384.734
      49.941        0.000      157.320     6384.734
      50.042        0.000      157.320     6384.734
      50.143        0.000      157.320     6384.734
      50.244        0.000      157.320     6384.734
      50.345       19.900      157.320     6384.734
      50.445       39.800      157.320     6384.734
      50.546      109.500      157.320     6384.734
      50.646       59.700      157.320     6384.734
      50.747        0.000      157.320     6384.734
      50.848        0.000      157.320     6384.734
      50.948        0.000      157.320     6384.734
      51.049        0.000      157.320     6384.734
      51.149        0.000      157.320     6384.734
      51.250        0.000      157.320     6384.734
      51.350        9.900      157.320     6384.734
      51.451       39.700      157.320     6384.734
      51.552       29.800      157.320     6384.734
      51.652       59.800      157.320     6384.734
      51.753       39.800      157.320     6384.734
      51.853        0.000      157.320     6384.734
      51.954        0.000      157.320     6384.734
      52.055        0.000      157.320     6384.734
      52.155        0.000      157.320     6384.734
      52.256        0.000      157.320     6384.734
      52.357        9.900      157.320     6384.734
      52.457       49.800      157.320     6384.734
      52.558       19.900      157.324     6384.734
      52.658       19.800      157.332     6384.734
      52.759       69.600      157.332     6384.734
      52.860       10.000      157.332     6384.734
      52.960        0.000      157.332     6384.734
      53.061        0.000      157.332     6384.734
      53.162        0.000      157.332     6384.734
      53.262        0.000      157.332     6384.734
      53.363       19.900      157.332     6384.734
      53.464       59.600      157.332     6384.734
      53.564       19.900      157.332     6384.734
      53.665       19.800      157.332     6384.734
      53.766        0.000      157.332     6384.734
      53.867       79.600      157.332     6384.734
      53.967        0.000      157.332     6384.734
      54.068        0.000      157.332     6384.734
      54.168        0.000      157.332     6384.734
      54.269        0.000      157.332     6384.734
      54.369        9.900      157.332     6384.734
      54.470       49.700      157.336     6384.734
      54.570       29.800      157.336     6384.734
      54.671        0.000      157.336     6384.734
      54.772        0.000      157.336     6384.734
      54.872       19.900      157.336     6384.734
      54.973       59.700      157.336     6384.734
      55.073        0.000      157.336     6384.734
      55.174        0.000      157.336     6384.734
      55.274        0.000      157.336     6384.734
      55.375       19.900      157.336     6384.734
      55.476       69.500      157.336     6384.734
      55.576       19.900      157.336     6384.734
      55.677       10.000      157.340     6384.734
      55.777        0.000      157.340     6384.734
      55.878        0.000      157.340     6384.734
      55.978       39.800      157.340     6384.734
      56.079       19.900      157.340     6384.734
      56.179        0.000      157.340     6384.734
      56.280        0.000      157.340     6384.734
      56.380       10.000      157.340     6384.734
      56.480       39.800      157.340     6384.734
      56.581        0.000      157.340     6384.734
      56.681       10.000      157.340     6384.734
      56.782        0.000      157.340     6384.734
      56.882        0.000      157.340     6384.734
      56.983        0.000      157.340     6384.734
      57.083       69.700      157.340     6384.734
      57.184        0.000      157.340     6384.734
      57.284        0.000      157.340     6384.734
      57.385       19.800      157.340     6384.734
      57.486       69.600      157.340     6384.734
      57.586        9.900      157.340     6384.734
      57.687        9.900      157.340     6384.734
      57.788        0.000      157.340     6384.734
      57.888        0.000      157.340     6384.734
      57.989        0.000      157.340     6384.734
      58.089       19.900      157.340     6384.734
      58.190       49.800      157.340     6384.734
      58.290        0.000      157.340     6384.734
      58.391        9.900      157.340     6384.734
      58.491       89.500      157.523     6384.734
      58.592        9.900      157.523     6384.734
      58.693        0.000      157.523     6384.734
      58.793        0.000      157.523     6384.734
      58.894        0.000      157.523     6384.734
      58.995        0.000      157.523     6384.734
      59.095        0.000      157.523     6384.734
      59.196       59.700      157.523     6384.734
      59.296       10.000      157.523     6384.734
      59.397       19.900      157.523     6384.734
      59.498       89.300      157.539     6384.734
      59.599        9.900      157.539     6384.734
      59.700        9.900      157.539     6384.734
      59.800        0.000      157.539     6384.734
      59.901        0.000      157.539     6384.734
      60.002        0.000      157.539     6384.734
      60.102        0.000      157.539     6384.734
      60.203        0.000      157.539     6384.734
      60.303       79.500      157.539     6384.734
      60.404        9.900      157.539     6384.734
      60.505       99.300      157.594     6384.984
      60.605        9.900      157.594     6384.984
      60.706        0.000      157.594     6384.984
      60.807        0.000      157.594     6384.984
      60.908        0.000      157.594     6384.984
      61.009        0.000      157.594     6384.984
      61.110        0.000      157.594     6384.984
      61.211        0.000      157.594     6384.984
      61.311       10.000      157.594     6384.984
      61.412       79.600      157.602     6384.984
      61.512       79.500      157.605     6384.984
      61.613       19.900      157.605     6384.984
      61.714        0.000      157.605     6384.984
      61.815        0.000      157.605     6384.984
      61.916        0.000      157.605     6384.984
      62.017        0.000      157.605     6384.984
      62.117        0.000      157.605     6384.984
      62.218        0.000      157.605     6384.984
      62.319        0.000      157.605     6384.984
      62.420       59.700      157.605     6384.984
      62.520      119.500      157.617     6384.984
      62.621        9.900      157.617     6384.984
      62.722        0.000      157.617     6384.984
      62.823        0.000      157.617     6384.984
      62.924        0.000      157.617     6384.984
      63.024        0.000      157.617     6384.984
      63.125        0.000      157.617     6384.984
      63.226        0.000      157.617     6384.984
      63.327        0.000      157.617     6384.984
      63.428       29.800      157.621     6384.984
      63.528       79.700      157.629     6384.984
      63.629      109.500      157.883     6384.984
      63.729        0.000      157.629     6384.984
      63.830        0.000      157.629     6384.984
      63.931        0.000      157.629     6384.984
      64.032        0.000      157.629     6384.984
      64.133        0.000      157.629     6384.984
      64.234        0.000      157.629     6384.984
      64.334        0.000      157.629     6384.984
      64.435       29.800      157.629     6384.984
      64.536       59.600      157.633     6384.984
      64.636       19.900      157.633     6384.984
      64.737       89.600      157.633     6384.984
      64.837        0.000      157.633     6384.984
      64.938        0.000      157.633     6384.984
      65.039        0.000      157.633     6384.984
      65.140        0.000      157.633     6384.984
      65.241        0.000      157.633     6384.984
      65.342        0.000      157.633     6384.984
      65.443       19.800      157.633     6384.984
      65.544       69.400      157.633     6384.984
      65.645       19.900      157.633     6384.984
      65.745       19.900      157.633     6384.984
      65.846       49.700      157.637     6384.984
      65.946        0.000      157.637     6384.984
      66.047        0.000      157.637     6384.984
      66.148        0.000      157.637     6384.984
      66.249        0.000      157.637     6384.984
      66.350        0.000      157.637     6384.984
      66.451       39.600      157.637     6384.984
      66.552       69.400      157.637     6384.984
      66.653       19.800      157.637     6384.984
      66.754        0.000      157.637     6384.984
      66.855       59.600      157.637     6384.984
      66.955       29.900      157.641     6384.984
      67.056        0.000      157.641     6384.984
      67.157        0.000      157.641     6384.984
      67.257        0.000      157.641     6384.984
      67.358        0.000      157.641     6384.984
      67.459       39.700      157.641     6384.984
      67.560       39.700      157.641     6384.984
      67.661       19.800      157.641     6384.984
      67.762        0.000      157.641     6384.984
      67.863        0.000      157.641     6384.984
      67.963       79.500      157.641     6384.984
      68.064        0.000      157.641     6384.984
      68.164        0.000      157.641     6384.984
      68.265        0.000      157.641     6384.984
      68.366        9.900      157.641     6384.984
      68.467       49.700      157.641     6384.984
      68.567       39.700      157.648     6384.984
      68.668       19.800      157.648     6384.984
      68.769        0.000      157.648     6384.984
      68.870        0.000      157.648     6384.984
      68.971        0.000      157.648     6384.984
      69.071       79.500      157.648     6384.984
      69.172        0.000      157.648     6384.984
      69.273        0.000      157.648     6384.984
      69.373       19.900      157.648     6384.984
      69.474       39.800      157.648     6384.984
      69.574       49.600      157.648     6384.984
      69.675        9.900      157.648     6384.984
      69.776        9.900      157.648     6384.984
      69.876        0.000      157.648     6384.984
      69.977        0.000      157.648     6384.984
      70.077       19.900      157.648     6384.984
      70.178       59.700      157.648     6384.984
      70.278        0.000      157.648     6384.984
      70.379       19.900      157.648     6384.984
      70.480       49.700      157.648     6384.984
      70.580       19.900      157.656     6384.984
      70.681       19.800      157.656     6384.984
      70.782        0.000      157.656     6384.984
      70.883        0.000      157.656     6384.984
      70.984        0.000      157.656     6384.984
      71.084        0.000      157.656     6384.984
      71.185       49.700      157.656     6384.984
      71.286       29.900      157.656     6384.984
      71.386       29.800      157.656     6384.984
      71.487       49.700      157.660     6384.984
      71.588       49.600      157.660     6384.984
      71.689        9.900      157.660     6384.984
      71.790        9.900      157.660     6384.984
      71.890        0.000      157.660     6384.984
      71.991        0.000      157.660     6384.984
      72.091        0.000      157.660     6384.984
      72.193        0.000      157.660     6384.984
      72.294       69.500      157.660     6384.984
      72.394       19.900      157.660     6384.984
      72.495       49.700      157.660     6384.984
      72.595       29.800      157.664     6384.984
      72.696       19.800      157.664     6384.984
      72.797        0.000      157.664     6384.984
      72.898        0.000      157.664     6384.984
      72.999        0.000      157.664     6384.984
      73.100        0.000      157.664     6384.984
      73.201        0.000      157.664     6384.984
      73.302       19.900      157.664     6384.984
      73.402       59.700      157.664     6384.984
      73.503       59.700      157.668     6384.984
      73.603        9.900      157.668     6384.984
      73.704       19.800      157.668     6384.984
      73.805        0.000      157.668     6384.984
      73.906        0.000      157.668     6384.984
      74.007        0.000      157.668     6384.984
      74.108        0.000      157.668     6384.984
      74.209        0.000      157.668     6384.984
      74.309        0.000      157.668     6384.984
      74.410       69.600      157.668     6384.984
      74.511       99.500      157.680     6384.984
      74.611       19.800      157.680     6384.984
      74.712        9.900      157.680     6384.984
      74.814        0.000      157.680     6384.984
      74.915        0.000      157.680     6384.984
      75.016        0.000      157.680     6384.984
      75.116        0.000      157.680     6384.984
      75.217        0.000      157.680     6384.984
      75.318        0.000      157.680     6384.984
      75.418        9.900      157.684     6384.984
      75.519       99.200      157.684     6384.984
      75.620       59.700      157.691     6384.984
      75.720        9.900      157.691     6384.984
      75.821        0.000      157.691     6384.984
      75.922        0.000      157.691     6384.984
      76.023        0.000      157.691     6384.984
      76.124        0.000      157.691     6384.984
      76.225        0.000      157.691     6384.984
      76.326        0.000      157.691     6384.984
      76.427       29.700      157.691     6384.984
      76.528       59.600      157.695     6384.984
      76.628       79.600      157.699     6384.984
      76.729       69.600      157.699     6384.984
      76.829        0.000      157.699     6384.984
      76.930        0.000      157.699     6384.984
      77.031        0.000      157.699     6384.984
      77.132        0.000      157.699     6384.984
      77.233        0.000      157.699     6384.984
      77.334        0.000      157.699     6384.984
      77.435       29.700      157.699     6384.984
      77.536       69.500      157.699     6384.984
      77.637        9.900      157.699     6384.984
      77.737       59.700      157.699     6384.984
      77.838       39.800      157.699     6384.984
      77.938        0.000      157.699     6384.984
