timedelta,P,Q
246000,-26.9488105773926,-2.69488105773926
246300,-24.4626274108887,-2.44626274108887
246600,-21.9729804992676,-2.19729804992676
246900,-19.4799156188965,-1.94799156188965
247200,-16.9834823608398,-1.69834823608398
247500,-14.4837293624878,-1.44837293624878
247800,-11.9807090759277,-1.19807090759277
248100,-9.47447490692139,-0.947447490692139
248400,-6.96508312225342,-0.696508312225342
248700,-6.38804769515991,-0.638804769515991
249000,-5.81034755706787,-0.581034755706787
249300,-5.2319974899292,-0.52319974899292
249600,-4.65301036834717,-0.465301036834717
249900,-4.07340097427368,-0.407340097427368
250200,-3.49318361282349,-0.349318361282349
250500,-2.91237378120422,-0.291237378120422
250800,-2.33098721504211,-0.233098721504211
251100,-1.74903964996338,-0.174903964996338
251400,-1.16654801368713,-0.116654801368713
251700,-0.583528935909271,-0.0583528935909271
252000,0,0
252300,0,0
252600,0,0
252900,0,0
253200,0,0
253500,0,0
253800,0,0
254100,0,0
254400,0,0
254700,0,0
255000,0,0
255300,0,0
255600,0,0
255900,0,0
256200,0,0
256500,0,0
256800,0,0
257100,0,0
257400,0,0
257700,0,0
258000,0,0
258300,0,0
258600,0,0
258900,0,0
259200,0,0
259500,0,0
259800,0,0
260100,0,0
260400,0,0
260700,0,0
261000,0,0
261300,0,0
261600,0,0
261900,0,0
262200,0,0
262500,0,0
262800,0,0
263100,0,0
263400,0,0
263700,0,0
264000,0,0
264300,0,0
264600,0,0
264900,0,0
265200,0,0
265500,0,0
265800,0,0
266100,0,0
266400,0,0
266700,0,0
267000,0,0
267300,0,0
267600,0,0
267900,0,0
268200,0,0
268500,0,0
268800,0,0
269100,0,0
269400,0,0
269700,0,0
270000,0,0
270300,0,0
270600,0,0
270900,0,0
271200,0,0
271500,0,0
271800,0,0
272100,0,0
272400,0,0
272700,0,0
273000,0,0
273300,0,0
273600,0,0
273900,-3.09725403785706,-0.309725403785706
274200,-6.01886892318726,-0.601886892318726
274500,-8.95466041564941,-0.895466041564941
274800,-11.8740177154541,-1.18740177154541
275100,-14.7871589660645,-1.47871589660645
275400,-17.6986255645752,-1.76986255645752
275700,-20.6101551055908,-2.06101551055908
276000,-23.5221862792969,-2.35221862792969
276300,-26.4345874786377,-2.64345874786377
276600,-29.3470039367676,-2.93470039367676
276900,-32.2590103149414,-3.22590103149414
277200,-35.1701889038086,-3.51701889038086
277500,-41.3541526794434,-4.13541526794434
277800,-47.5029640197754,-4.75029640197754
278100,-53.6226005554199,-5.36226005554199
278400,-59.7173957824707,-5.97173957824707
278700,-65.7905044555664,-6.57905044555664
279000,-71.8442459106445,-7.18442459106445
279300,-78.0981292724609,-7.80981292724609
279600,-84.66845703125,-8.466845703125
279900,-91.3199005126953,-9.13199005126953
280200,-98.0513458251953,-9.80513458251953
280500,-104.861557006836,-10.4861557006836
280800,-111.749237060547,-11.1749237060547
281100,-124.78010559082,-12.478010559082
281400,-138.014282226562,-13.8014282226562
281700,-151.457641601562,-15.1457641601562
282000,-165.113220214844,-16.5113220214844
282300,-178.981948852539,-17.8981948852539
282600,-193.063293457031,-19.3063293457031
282900,-207.355514526367,-20.7355514526367
283200,-221.856109619141,-22.1856109619141
283500,-236.561904907227,-23.6561904907227
283800,-251.469284057617,-25.1469284057617
284100,-266.57421875,-26.657421875
284400,-281.872436523438,-28.1872436523438
284700,-295.305541992188,-29.5305541992188
285000,-308.748016357422,-30.8748016357422
285300,-322.197387695312,-32.2197387695312
285600,-335.6513671875,-33.56513671875
285900,-349.107604980469,-34.9107604980469
286200,-362.563934326172,-36.2563934326172
286500,-380.795013427734,-38.0795013427734
286800,-394.740570068359,-39.4740570068359
287100,-408.696868896484,-40.8696868896484
287400,-422.661407470703,-42.2661407470703
287700,-436.6318359375,-43.66318359375
288000,-450.605804443359,-45.0605804443359
288300,-475.902526855469,-47.5902526855469
288600,-501.653717041016,-50.1653717041016
288900,-527.843383789062,-52.7843383789062
289200,-554.455078125,-55.4455078125
289500,-581.472106933594,-58.1472106933594
289800,-608.877380371094,-60.8877380371094
290100,-636.653503417969,-63.6653503417969
290400,-664.782836914062,-66.4782836914062
290700,-693.247436523438,-69.3247436523438
291000,-722.029113769531,-72.2029113769531
291300,-751.109375,-75.1109375
291600,-780.4697265625,-78.04697265625
291900,-795.217895507812,-79.5217895507812
292200,-809.892395019531,-80.9892395019531
292500,-824.490844726562,-82.4490844726562
292800,-839.010986328125,-83.9010986328125
293100,-853.450378417969,-85.3450378417969
293400,-867.806823730469,-86.7806823730469
293700,-882.078002929688,-88.2078002929688
294000,-896.261474609375,-89.6261474609375
294300,-910.355102539062,-91.0355102539062
294600,-924.356506347656,-92.4356506347656
294900,-938.263427734375,-93.8263427734375
295200,-952.073547363281,-95.2073547363281
295500,-954.348388671875,-95.4348388671875
295800,-956.364074707031,-95.6364074707031
296100,-958.128051757812,-95.8128051757812
296400,-959.647888183594,-95.9647888183594
296700,-960.931335449219,-96.0931335449219
297000,-961.986145019531,-96.1986145019531
297300,-962.820190429688,-96.2820190429688
297600,-963.44140625,-96.344140625
297900,-963.857727050781,-96.3857727050781
298200,-964.077331542969,-96.4077331542969
298500,-964.108276367188,-96.4108276367188
298800,-963.958923339844,-96.3958923339844
299100,-984.535278320312,-98.4535278320312
299400,-1005.12359619141,-100.512359619141
299700,-1025.70446777344,-102.570446777344
300000,-1046.25830078125,-104.625830078125
300300,-1066.76574707031,-106.676574707031
300600,-1115.41796875,-111.541796875
300900,-1135.87280273438,-113.587280273438
301200,-1156.20166015625,-115.620166015625
301500,-1176.38562011719,-117.638562011719
301800,-1196.40576171875,-119.640576171875
302100,-1216.24377441406,-121.624377441406
302400,-1235.88134765625,-123.588134765625
302700,-1237.51281738281,-123.751281738281
303000,-1238.95544433594,-123.895544433594
303300,-1240.20788574219,-124.020788574219
303600,-1241.26892089844,-124.126892089844
303900,-1242.13745117188,-124.213745117188
304200,-1242.8125,-124.28125
304500,-1243.29321289062,-124.329321289062
304800,-1243.57885742188,-124.357885742188
305100,-1243.66882324219,-124.366882324219
305400,-1243.56262207031,-124.356262207031
305700,-1243.25988769531,-124.325988769531
306000,-1242.76037597656,-124.276037597656
306300,-1261.68273925781,-126.168273925781
306600,-1280.08630371094,-128.008630371094
306900,-1297.93811035156,-129.793811035156
307200,-1315.20556640625,-131.520556640625
307500,-1331.85705566406,-133.185705566406
307800,-1372.92138671875,-137.292138671875
308100,-1387.87121582031,-138.787121582031
308400,-1402.09680175781,-140.209680175781
308700,-1415.56970214844,-141.556970214844
309000,-1428.26232910156,-142.826232910156
309300,-1440.1474609375,-144.01474609375
309600,-1451.19812011719,-145.119812011719
309900,-1449.43908691406,-144.943908691406
310200,-1447.06018066406,-144.706018066406
310500,-1444.04602050781,-144.404602050781
310800,-1440.3818359375,-144.03818359375
311100,-1436.05310058594,-143.605310058594
311400,-1431.04504394531,-143.104504394531
311700,-1425.34350585938,-142.534350585938
312000,-1418.93432617188,-141.893432617188
312300,-1411.8037109375,-141.18037109375
312600,-1403.93786621094,-140.393786621094
312900,-1414.02282714844,-141.402282714844
313200,-1404.3623046875,-140.43623046875
313500,-1360.32739257812,-136.032739257812
313800,-1334.62121582031,-133.462121582031
314100,-1308.84521484375,-130.884521484375
314400,-1283.01623535156,-128.301623535156
314700,-1257.1513671875,-125.71513671875
315000,-1231.26721191406,-123.126721191406
315300,-1205.38037109375,-120.538037109375
315600,-1179.50744628906,-117.950744628906
315900,-1153.66455078125,-115.366455078125
316200,-1127.86804199219,-112.786804199219
316500,-1102.13366699219,-110.213366699219
316800,-1076.47705078125,-107.647705078125
317100,-1052.5869140625,-105.25869140625
317400,-1028.46105957031,-102.846105957031
317700,-1004.10528564453,-100.410528564453
318000,-979.525817871094,-97.9525817871094
318300,-954.728759765625,-95.4728759765625
318600,-929.720336914062,-92.9720336914062
318900,-904.506958007812,-90.4506958007812
319200,-879.094848632812,-87.9094848632812
319500,-846.049743652344,-84.6049743652344
319800,-820.759460449219,-82.0759460449219
320100,-795.287780761719,-79.5287780761719
320400,-769.640869140625,-76.9640869140625
320700,-739.709655761719,-73.9709655761719
321000,-710.036010742188,-71.0036010742188
321300,-680.633666992188,-68.0633666992188
321600,-651.515380859375,-65.1515380859375
321900,-622.693481445312,-62.2693481445312
322200,-594.179321289062,-59.4179321289062
322500,-565.9833984375,-56.59833984375
322800,-538.115234375,-53.8115234375
323100,-510.583190917969,-51.0583190917969
323400,-483.394348144531,-48.3394348144531
323700,-456.554412841797,-45.6554412841797
324000,-430.067321777344,-43.0067321777344
324300,-394.947998046875,-39.4947998046875
324600,-362.571411132812,-36.2571411132812
324900,-331.657867431641,-33.1657867431641
325200,-302.674194335938,-30.2674194335938
325500,-275.640472412109,-27.5640472412109
325800,-250.572937011719,-25.0572937011719
326100,-227.483764648438,-22.7483764648438
326400,-206.380981445312,-20.6380981445312
326700,-187.268341064453,-18.7268341064453
327000,-176.712112426758,-17.6712112426758
327300,-166.575942993164,-16.6575942993164
327600,-157.551712036133,-15.7551712036133
327900,-149.886764526367,-14.9886764526367
328200,-142.194030761719,-14.2194030761719
328500,-134.474639892578,-13.4474639892578
328800,-126.73006439209,-12.673006439209
329100,-118.962295532227,-11.8962295532227
329400,-111.174110412598,-11.1174110412598
329700,-103.369483947754,-10.3369483947754
330000,-95.554313659668,-9.5554313659668
330300,-87.7374954223633,-8.77374954223633
330600,-79.9327545166016,-7.99327545166016
330900,-72.16162109375,-7.216162109375
331200,-64.4581069946289,-6.44581069946289
331500,-57.8219184875488,-5.78219184875488
331800,-51.2745399475098,-5.12745399475098
332100,-44.9418716430664,-4.49418716430664
332400,-58.5422286987305,-5.85422286987305
332700,-51.5723037719727,-5.15723037719727
333000,-44.5849876403809,-4.45849876403809
333300,-37.5803909301758,-3.75803909301758
333600,-30.5586395263672,-3.05586395263672
333900,-23.5198574066162,-2.35198574066162
334200,-16.4641780853271,-1.64641780853271
334500,-9.39174175262451,-0.939174175262451
334800,-2.30269360542297,-0.230269360542297
335100,-2.11224961280823,-0.211224961280823
335400,-1.92152678966522,-0.192152678966522
335700,-1.73052954673767,-0.173052954673767
336000,-1.53926241397858,-0.153926241397858
336300,-1.34773004055023,-0.134773004055023
336600,-1.15593731403351,-0.115593731403351
336900,-0.963889062404633,-0.0963889062404633
337200,-0.7715904712677,-0.07715904712677
337500,-0.579046785831451,-0.0579046785831451
337800,-0.386263400316238,-0.0386263400316238
338100,-0.19324591755867,-0.019324591755867
338400,0,0
338700,0,0
339000,0,0
339300,0,0
339600,0,0
339900,0,0
340200,0,0
340500,0,0
340800,0,0
341100,0,0
341400,0,0
341700,0,0
342000,0,0
342300,0,0
342600,0,0
342900,0,0
343200,0,0
343500,0,0
343800,0,0
344100,0,0
344400,0,0
344700,0,0
345000,0,0
345300,0,0
345600,0,0
345900,0,0
346200,0,0
346500,0,0
346800,0,0
347100,0,0
347400,0,0
347700,0,0
348000,0,0
348300,0,0
348600,0,0
348900,0,0
349200,0,0
349500,0,0
349800,0,0
350100,0,0
350400,0,0
350700,0,0
351000,0,0
351300,0,0
351600,0,0
351900,0,0
352200,0,0
352500,0,0
352800,0,0
353100,0,0
353400,0,0
353700,0,0
354000,0,0
354300,0,0
354600,0,0
354900,0,0
355200,0,0
355500,0,0
355800,0,0
356100,0,0
356400,0,0
356700,0,0
357000,0,0
357300,0,0
357600,0,0
357900,0,0
358200,0,0
358500,0,0
358800,0,0
359100,0,0
359400,0,0
359700,0,0
360000,0,0
360300,-3.89625883102417,-0.389625883102417
360600,-7.51063919067383,-0.751063919067383
360900,-11.1623067855835,-1.11623067855835
361200,-14.7996292114258,-1.47996292114258
361500,-18.5107402801514,-1.85107402801514
361800,-22.14430809021,-2.214430809021
362100,-25.7844123840332,-2.57844123840332
362400,-29.4315700531006,-2.94315700531006
362700,-33.0852851867676,-3.30852851867676
363000,-36.7447128295898,-3.67447128295898
363300,-38.7534370422363,-3.87534370422363
363600,-42.2343254089355,-4.22343254089355
363900,-50.1320381164551,-5.01320381164551
364200,-57.9305229187012,-5.79305229187012
364500,-65.6419830322266,-6.56419830322266
364800,-73.2752075195312,-7.32752075195312
365100,-80.8365936279297,-8.08365936279297
365400,-88.3308181762695,-8.83308181762695
365700,-99.9461517333984,-9.99461517333984
366000,-118.975654602051,-11.8975654602051
366300,-138.516540527344,-13.8516540527344
366600,-158.554611206055,-15.8554611206055
366900,-179.076171875,-17.9076171875
367200,-200.067947387695,-20.0067947387695
367500,-223.07421875,-22.307421875
367800,-247.136383056641,-24.7136383056641
368100,-272.236389160156,-27.2236389160156
368400,-298.355285644531,-29.8355285644531
368700,-325.473175048828,-32.5473175048828
369000,-353.569183349609,-35.3569183349609
369300,-382.621429443359,-38.2621429443359
369600,-412.606994628906,-41.2606994628906
369900,-444.516876220703,-44.4516876220703
370200,-476.795562744141,-47.6795562744141
370500,-509.934448242188,-50.9934448242188
370800,-543.906311035156,-54.3906311035156
371100,-577.195495605469,-57.7195495605469
371400,-611.666076660156,-61.1666076660156
371700,-647.281799316406,-64.7281799316406
372000,-684.004211425781,-68.4004211425781
372300,-721.79296875,-72.179296875
372600,-768.501892089844,-76.8501892089844
372900,-808.835327148438,-80.8835327148438
373200,-850.089477539062,-85.0089477539062
373500,-892.216735839844,-89.2216735839844
373800,-935.168395996094,-93.5168395996094
374100,-978.894592285156,-97.8894592285156
374400,-1023.34442138672,-102.334442138672
374700,-1059.27429199219,-105.927429199219
375000,-1095.50183105469,-109.550183105469
375300,-1131.99597167969,-113.199597167969
375600,-1177.03979492188,-117.703979492188
375900,-1214.18225097656,-121.418225097656
376200,-1251.48803710938,-125.148803710938
376500,-1288.92443847656,-128.892443847656
376800,-1326.458984375,-132.6458984375
377100,-1364.05883789062,-136.405883789062
377400,-1401.69177246094,-140.169177246094
377700,-1439.32531738281,-143.932531738281
378000,-1476.92724609375,-147.692724609375
378300,-1503.90576171875,-150.390576171875
378600,-1530.43542480469,-153.043542480469
378900,-1556.50695800781,-155.650695800781
379200,-1582.11145019531,-158.211145019531
379500,-1607.24011230469,-160.724011230469
379800,-1631.884765625,-163.1884765625
380100,-1656.03698730469,-165.603698730469
380400,-1679.68884277344,-167.968884277344
380700,-1702.83251953125,-170.283251953125
381000,-1725.46069335938,-172.546069335938
381300,-1747.56591796875,-174.756591796875
381600,-1769.14123535156,-176.914123535156
381900,-1766.83337402344,-176.683337402344
382200,-1763.02197265625,-176.302197265625
382500,-1757.73986816406,-175.773986816406
382800,-1751.01989746094,-175.101989746094
383100,-1742.89453125,-174.289453125
383400,-1733.39660644531,-173.339660644531
383700,-1722.55847167969,-172.255847167969
384000,-1710.41247558594,-171.041247558594
384300,-1688.63000488281,-168.863000488281
384600,-1674.91882324219,-167.491882324219
384900,-1660.12670898438,-166.012670898438
385200,-1644.28845214844,-164.428845214844
385500,-1651.12707519531,-165.112707519531
385800,-1657.49816894531,-165.749816894531
386100,-1663.40270996094,-166.340270996094
386400,-1668.84167480469,-166.884167480469
386700,-1673.81616210938,-167.381616210938
387000,-1678.32739257812,-167.832739257812
387300,-1682.37683105469,-168.237683105469
387600,-1685.96569824219,-168.596569824219
387900,-1689.095703125,-168.9095703125
388200,-1691.76843261719,-169.176843261719
388500,-1693.98583984375,-169.398583984375
388800,-1695.75,-169.575
389100,-1698.34167480469,-169.834167480469
389400,-1700.48913574219,-170.048913574219
389700,-1702.18969726562,-170.218969726562
390000,-1703.44116210938,-170.344116210938
390300,-1704.24133300781,-170.424133300781
390600,-1704.58825683594,-170.458825683594
390900,-1704.48010253906,-170.448010253906
391200,-1703.91516113281,-170.391516113281
391500,-1702.89208984375,-170.289208984375
391800,-1701.40942382812,-170.140942382812
392100,-1699.46618652344,-169.946618652344
392400,-1697.06103515625,-169.706103515625
392700,-1682.37060546875,-168.237060546875
393000,-1667.3154296875,-166.73154296875
393300,-1651.91137695312,-165.191137695312
393600,-1636.17456054688,-163.617456054688
393900,-1620.12121582031,-162.012121582031
394200,-1603.76806640625,-160.376806640625
394500,-1587.13146972656,-158.713146972656
394800,-1570.22839355469,-157.022839355469
395100,-1553.07592773438,-155.307592773438
395400,-1513.41577148438,-151.341577148438
395700,-1496.35168457031,-149.635168457031
396000,-1479.12487792969,-147.912487792969
396300,-1447.21618652344,-144.721618652344
396600,-1415.38623046875,-141.538623046875
396900,-1383.67370605469,-138.367370605469
397200,-1352.11767578125,-135.211767578125
397500,-1320.75708007812,-132.075708007812
397800,-1289.63098144531,-128.963098144531
398100,-1258.77807617188,-125.877807617188
398400,-1208.36901855469,-120.836901855469
398700,-1178.57543945312,-117.857543945312
399000,-1149.19470214844,-114.919470214844
399300,-1120.26403808594,-112.026403808594
399600,-1091.82019042969,-109.182019042969
399900,-1087.19470214844,-108.719470214844
400200,-1081.95068359375,-108.195068359375
400500,-1076.07409667969,-107.607409667969
400800,-1069.55151367188,-106.955151367188
401100,-1062.36975097656,-106.236975097656
401400,-1054.51599121094,-105.451599121094
401700,-1045.9775390625,-104.59775390625
402000,-1036.74243164062,-103.674243164062
402300,-1026.798828125,-102.6798828125
402600,-1016.13537597656,-101.613537597656
402900,-1004.74096679688,-100.474096679688
403200,-992.605041503906,-99.2605041503906
403500,-956.018005371094,-95.6018005371094
403800,-920.111938476562,-92.0111938476562
404100,-884.923583984375,-88.4923583984375
404400,-850.488464355469,-85.0488464355469
404700,-816.8408203125,-81.68408203125
405000,-784.013610839844,-78.4013610839844
405300,-752.038269042969,-75.2038269042969
405600,-713.404357910156,-71.3404357910156
405900,-683.763488769531,-68.3763488769531
406200,-655.058532714844,-65.5058532714844
406500,-627.312194824219,-62.7312194824219
406800,-600.544616699219,-60.0544616699219
407100,-586.679992675781,-58.6679992675781
407400,-572.278686523438,-57.2278686523438
407700,-557.336547851562,-55.7336547851562
408000,-541.849731445312,-54.1849731445312
408300,-525.815063476562,-52.5815063476562
408600,-509.229797363281,-50.9229797363281
408900,-492.091827392578,-49.2091827392578
409200,-474.399597167969,-47.4399597167969
409500,-456.152191162109,-45.6152191162109
409800,-437.349456787109,-43.7349456787109
410100,-417.991973876953,-41.7991973876953
410400,-398.081115722656,-39.8081115722656
410700,-373.384307861328,-37.3384307861328
411000,-349.312957763672,-34.9312957763672
411300,-325.87353515625,-32.587353515625
411600,-303.071166992188,-30.3071166992188
411900,-280.909271240234,-28.0909271240234
412200,-259.3896484375,-25.93896484375
412500,-238.51203918457,-23.851203918457
412800,-218.274154663086,-21.8274154663086
413100,-198.67121887207,-19.867121887207
413400,-179.695724487305,-17.9695724487305
413700,-169.425888061523,-16.9425888061523
414000,-167.394378662109,-16.7394378662109
414300,-158.424255371094,-15.8424255371094
414600,-143.42414855957,-14.342414855957
414900,-134.848358154297,-13.4848358154297
415200,-126.245338439941,-12.6245338439941
415500,-117.621643066406,-11.7621643066406
415800,-108.985580444336,-10.8985580444336
416100,-100.347846984863,-10.0347846984863
416400,-91.7224655151367,-9.17224655151367
416700,-83.1280746459961,-8.31280746459961
417000,-74.5897216796875,-7.45897216796875
417300,-66.1410140991211,-6.61410140991211
417600,-60.1285858154297,-6.01285858154297
417900,-53.8995742797852,-5.38995742797852
418200,-47.758846282959,-4.7758846282959
418500,-41.8275566101074,-4.18275566101074
418800,-52.8436737060547,-5.28436737060547
419100,-46.3077774047852,-4.63077774047852
419400,-39.7517852783203,-3.97517852783203
419700,-33.1758003234863,-3.31758003234863
420000,-26.5799293518066,-2.65799293518066
420300,-19.9642925262451,-1.99642925262451
420600,-13.3290061950684,-1.33290061950684
420900,-6.67419815063477,-0.667419815063477
421200,0,0
421500,0,0
421800,0,0
422100,0,0
422400,0,0
422700,0,0
423000,0,0
423300,0,0
423600,0,0
423900,0,0
424200,0,0
424500,0,0
424800,0,0
425100,0,0
425400,0,0
425700,0,0
426000,0,0
426300,0,0
426600,0,0
426900,0,0
427200,0,0
427500,0,0
427800,0,0
428100,0,0
428400,0,0
428700,0,0
429000,0,0
429300,0,0
429600,0,0
429900,0,0
430200,0,0
430500,0,0
430800,0,0
431100,0,0
431400,0,0
431700,0,0
432000,0,0
432300,0,0
432600,0,0
432900,0,0
433200,0,0
433500,0,0
433800,0,0
434100,0,0
434400,0,0
434700,0,0
435000,0,0
435300,0,0
435600,0,0
435900,0,0
436200,0,0
436500,0,0
436800,0,0
437100,0,0
437400,0,0
437700,0,0
438000,0,0
438300,0,0
438600,0,0
438900,0,0
439200,0,0
439500,0,0
439800,0,0
440100,0,0
440400,0,0
440700,0,0
441000,0,0
441300,0,0
441600,0,0
441900,0,0
442200,0,0
442500,0,0
442800,0,0
443100,0,0
443400,0,0
443700,0,0
444000,0,0
444300,0,0
444600,0,0
444900,0,0
445200,0,0
445500,0,0
445800,0,0
446100,0,0
446400,0,0
446700,-3.68223094940186,-0.368223094940186
447000,-7.0999903678894,-0.70999903678894
447300,-10.5563402175903,-1.05563402175903
447600,-14.0025587081909,-1.40025587081909
447900,-17.5288124084473,-1.75288124084473
448200,-20.9800033569336,-2.09800033569336
448500,-24.4401111602783,-2.44401111602783
448800,-27.9092388153076,-2.79092388153076
449100,-31.3866329193115,-3.13866329193115
449400,-34.8712997436523,-3.48712997436523
449700,-36.7830963134766,-3.67830963134766
450000,-40.0997924804688,-4.00997924804688
450300,-48.0014724731445,-4.80014724731445
450600,-55.8009071350098,-5.58009071350098
450900,-63.5112571716309,-6.35112571716309
451200,-71.1419982910156,-7.11419982910156
451500,-78.7000045776367,-7.87000045776367
451800,-86.1902923583984,-8.61902923583984
452100,-96.8188552856445,-9.68188552856445
452400,-115.711669921875,-11.5711669921875
452700,-135.173034667969,-13.5173034667969
453000,-155.188583374023,-15.5188583374023
453300,-175.74430847168,-17.574430847168
453600,-196.826614379883,-19.6826614379883
453900,-219.74479675293,-21.974479675293
454200,-244.079437255859,-24.4079437255859
454500,-269.810028076172,-26.9810028076172
454800,-296.914184570312,-29.6914184570312
455100,-325.367584228516,-32.5367584228516
455400,-355.144104003906,-35.5144104003906
455700,-386.168975830078,-38.6168975830078
456000,-418.978729248047,-41.8978729248047
456300,-453.022399902344,-45.3022399902344
456600,-488.266387939453,-48.8266387939453
456900,-524.675231933594,-52.4675231933594
457200,-562.211975097656,-56.2211975097656
457500,-595.749633789062,-59.5749633789062
457800,-630.223999023438,-63.0223999023438
458100,-665.603149414062,-66.5603149414062
458400,-708.466125488281,-70.8466125488281
458700,-746.109130859375,-74.6109130859375
459000,-784.540954589844,-78.4540954589844
459300,-823.723449707031,-82.3723449707031
459600,-863.617492675781,-86.3617492675781
459900,-904.182922363281,-90.4182922363281
460200,-945.378845214844,-94.5378845214844
460500,-987.163513183594,-98.7163513183594
460800,-1029.49450683594,-102.949450683594
461100,-1065.365234375,-106.5365234375
461400,-1101.48889160156,-110.148889160156
461700,-1145.9169921875,-114.59169921875
462000,-1182.66735839844,-118.266735839844
462300,-1219.57238769531,-121.957238769531
462600,-1256.60083007812,-125.660083007812
462900,-1293.72131347656,-129.372131347656
463200,-1330.90283203125,-133.090283203125
463500,-1368.1142578125,-136.81142578125
463800,-1405.32446289062,-140.532446289062
464100,-1442.50256347656,-144.250256347656
464400,-1479.6181640625,-147.96181640625
464700,-1512.14245605469,-151.214245605469
465000,-1544.49072265625,-154.449072265625
465300,-1576.63671875,-157.663671875
465600,-1606.24389648438,-160.624389648438
465900,-1637.89074707031,-163.789074707031
466200,-1669.26293945312,-166.926293945312
466500,-1700.33605957031,-170.033605957031
466800,-1731.08581542969,-173.108581542969
467100,-1761.48815917969,-176.148815917969
467400,-1791.52001953125,-179.152001953125
467700,-1821.158203125,-182.1158203125
468000,-1840.18139648438,-184.018139648438
468300,-1856.45568847656,-185.645568847656
468600,-1872.0361328125,-187.20361328125
468900,-1886.92395019531,-188.692395019531
469200,-1901.12072753906,-190.112072753906
469500,-1914.62805175781,-191.462805175781
469800,-1927.44775390625,-192.744775390625
470100,-1939.58203125,-193.958203125
470400,-1951.03283691406,-195.103283691406
470700,-1961.80261230469,-196.180261230469
471000,-1971.8935546875,-197.18935546875
471300,-1981.30822753906,-198.130822753906
471600,-1990.04931640625,-199.004931640625
471900,-1996.03540039062,-199.603540039062
472200,-2016.26330566406,-201.626330566406
472500,-2021.19982910156,-202.119982910156
472800,-2025.44274902344,-202.544274902344
473100,-2028.9970703125,-202.89970703125
473400,-2031.86804199219,-203.186804199219
473700,-2034.06079101562,-203.406079101562
474000,-2035.58068847656,-203.558068847656
474300,-2036.43298339844,-203.643298339844
474600,-2036.62329101562,-203.662329101562
474900,-2036.15686035156,-203.615686035156
475200,-2035.03918457031,-203.503918457031
475500,-2022.27905273438,-202.227905273438
475800,-2008.76281738281,-200.876281738281
476100,-1994.51135253906,-199.451135253906
476400,-1979.54541015625,-197.954541015625
476700,-1974.42211914062,-197.442211914062
477000,-1958.81237792969,-195.881237792969
477300,-1942.57153320312,-194.257153320312
477600,-1925.72131347656,-192.572131347656
477900,-1908.28356933594,-190.828356933594
478200,-1890.28039550781,-189.028039550781
478500,-1871.73413085938,-187.173413085938
478800,-1852.66760253906,-185.266760253906
479100,-1847.552734375,-184.7552734375
479400,-1841.87646484375,-184.187646484375
479700,-1835.6376953125,-183.56376953125
480000,-1828.83557128906,-182.883557128906
480300,-1821.46899414062,-182.146899414062
480600,-1813.53735351562,-181.353735351562
480900,-1805.03979492188,-180.503979492188
481200,-1795.9755859375,-179.59755859375
481500,-1786.34436035156,-178.634436035156
481800,-1776.14538574219,-177.614538574219
482100,-1765.37854003906,-176.537854003906
482400,-1754.04333496094,-175.404333496094
482700,-1742.03173828125,-174.203173828125
483000,-1729.42041015625,-172.942041015625
483300,-1716.20764160156,-171.620764160156
483600,-1702.39196777344,-170.239196777344
483900,-1687.97180175781,-168.797180175781
484200,-1672.94580078125,-167.294580078125
484500,-1657.31286621094,-165.731286621094
484800,-1641.07189941406,-164.107189941406
485100,-1624.22180175781,-162.422180175781
485400,-1606.76184082031,-160.676184082031
485700,-1588.69128417969,-158.869128417969
486000,-1570.00988769531,-157.000988769531
486300,-1536.30688476562,-153.630688476562
486600,-1502.56811523438,-150.256811523438
486900,-1468.82458496094,-146.882458496094
487200,-1426.65063476562,-142.665063476562
487500,-1393.33666992188,-139.333666992188
487800,-1360.13024902344,-136.013024902344
488100,-1327.06176757812,-132.706176757812
488400,-1294.16198730469,-129.416198730469
488700,-1261.46142578125,-126.146142578125
489000,-1228.99011230469,-122.899011230469
489300,-1196.77807617188,-119.677807617188
489600,-1164.85498046875,-116.485498046875
489900,-1138.44311523438,-113.844311523438
490200,-1111.70776367188,-111.170776367188
490500,-1084.65625,-108.465625
490800,-1046.00366210938,-104.600366210938
491100,-1018.87182617188,-101.887182617188
491400,-991.452575683594,-99.1452575683594
491700,-963.753662109375,-96.3753662109375
492000,-935.782897949219,-93.5782897949219
492300,-907.548278808594,-90.7548278808594
492600,-879.057922363281,-87.9057922363281
492900,-850.320129394531,-85.0320129394531
493200,-821.343200683594,-82.1343200683594
493500,-788.194946289062,-78.8194946289062
493800,-755.241516113281,-75.5241516113281
494100,-722.500732421875,-72.2500732421875
494400,-689.990173339844,-68.9990173339844
494700,-657.726623535156,-65.7726623535156
495000,-625.726440429688,-62.5726440429688
495300,-594.005249023438,-59.4005249023438
495600,-562.577941894531,-56.2577941894531
495900,-531.458618164062,-53.1458618164062
496200,-500.660186767578,-50.0660186767578
496500,-469.936279296875,-46.9936279296875
496800,-440.220489501953,-44.0220489501953
497100,-407.281433105469,-40.7281433105469
497400,-375.439880371094,-37.5439880371094
497700,-344.708282470703,-34.4708282470703
498000,-315.094635009766,-31.5094635009766
498300,-286.601776123047,-28.6601776123047
498600,-259.226501464844,-25.9226501464844
498900,-232.958282470703,-23.2958282470703
499200,-207.777801513672,-20.7777801513672
499500,-187.080551147461,-18.7080551147461
