timedelta,P,Q
499800,-164.20280456543,-16.420280456543
500100,-156.808853149414,-15.6808853149414
500400,-151.045440673828,-15.1045440673828
500700,-143.438491821289,-14.3438491821289
501000,-135.798202514648,-13.5798202514648
501300,-128.12629699707,-12.812629699707
501600,-120.425064086914,-12.0425064086914
501900,-112.697532653809,-11.2697532653809
502200,-104.94792175293,-10.494792175293
502500,-97.182258605957,-9.7182258605957
502800,-89.4093856811523,-8.94093856811523
503100,-84.9943237304688,-8.49943237304688
503400,-77.0404281616211,-7.70404281616211
503700,-69.1476821899414,-6.91476821899414
504000,-61.3578491210938,-6.13578491210938
504300,-54.9900054931641,-5.49900054931641
504600,-48.7050552368164,-4.87050552368164
504900,-42.6553916931152,-4.26553916931152
505200,-57.0673866271973,-5.70673866271973
505500,-50.572135925293,-5.0572135925293
505800,-44.0571212768555,-4.40571212768555
506100,-37.5224456787109,-3.75224456787109
506400,-30.9682159423828,-3.09682159423828
506700,-24.3945446014404,-2.43945446014404
507000,-17.801549911499,-1.7801549911499
507300,-11.1893587112427,-1.11893587112427
507600,-4.55809926986694,-0.455809926986694
507900,-4.18013906478882,-0.418013906478882
508200,-3.80180501937866,-0.380180501937866
508500,-3.42310619354248,-0.342310619354248
508800,-3.0440514087677,-0.30440514087677
509100,-2.66465044021606,-0.266465044021606
509400,-2.28491306304932,-0.228491306304932
509700,-1.90484881401062,-0.190484881401062
510000,-1.52446842193604,-0.152446842193604
510300,-1.14378225803375,-0.114378225803375
510600,-0.762801349163055,-0.0762801349163055
510900,-0.38153675198555,-0.038153675198555
511200,0,0
511500,0,0
511800,0,0
512100,0,0
512400,0,0
512700,0,0
513000,0,0
513300,0,0
513600,0,0
513900,0,0
514200,0,0
514500,0,0
514800,0,0
515100,0,0
515400,0,0
515700,0,0
516000,0,0
516300,0,0
516600,0,0
516900,0,0
517200,0,0
517500,0,0
517800,0,0
518100,0,0
518400,0,0
518700,0,0
519000,0,0
519300,0,0
519600,0,0
519900,0,0
520200,0,0
520500,0,0
520800,0,0
521100,0,0
521400,0,0
521700,0,0
522000,0,0
522300,0,0
522600,0,0
522900,0,0
523200,0,0
523500,0,0
523800,0,0
524100,0,0
524400,0,0
524700,0,0
525000,0,0
525300,0,0
525600,0,0
525900,0,0
526200,0,0
526500,0,0
526800,0,0
527100,0,0
527400,0,0
527700,0,0
528000,0,0
528300,0,0
528600,0,0
528900,0,0
529200,0,0
529500,0,0
529800,0,0
530100,0,0
530400,0,0
530700,0,0
531000,0,0
531300,0,0
531600,0,0
531900,0,0
532200,0,0
532500,0,0
532800,0,0
533100,-3.250408411026,-0.3250408411026
533400,-6.2813868522644,-0.62813868522644
533700,-9.33384227752686,-0.933384227752686
534000,-12.3713607788086,-1.23713607788086
534300,-15.4070119857788,-1.54070119857788
534600,-18.4457702636719,-1.84457702636719
534900,-21.4888877868652,-2.14888877868652
535200,-24.536096572876,-2.4536096572876
535500,-27.5866184234619,-2.75866184234619
535800,-30.6395702362061,-3.06395702362061
536100,-33.6941184997559,-3.36941184997559
536400,-36.7495384216309,-3.67495384216309
536700,-40.1303672790527,-4.01303672790527
537000,-43.5082550048828,-4.35082550048828
537300,-46.8828392028809,-4.68828392028809
537600,-50.2537803649902,-5.02537803649902
537900,-53.6207618713379,-5.36207618713379
538200,-56.9835052490234,-5.69835052490234
538500,-60.3428955078125,-6.03428955078125
538800,-63.7207221984863,-6.37207221984863
539100,-67.1244277954102,-6.71244277954102
539400,-70.5535888671875,-7.05535888671875
539700,-74.0078582763672,-7.40078582763672
540000,-77.4869613647461,-7.74869613647461
540300,-85.8957138061523,-8.58957138061523
540600,-94.3206481933594,-9.43206481933594
540900,-102.766677856445,-10.2766677856445
541200,-111.237152099609,-11.1237152099609
541500,-119.734252929688,-11.9734252929688
541800,-128.259368896484,-12.8259368896484
542100,-136.813262939453,-13.6813262939453
542400,-145.396240234375,-14.5396240234375
542700,-154.008331298828,-15.4008331298828
543000,-162.649276733398,-16.2649276733398
543300,-171.318664550781,-17.1318664550781
543600,-180.01594543457,-18.001594543457
543900,-177.972885131836,-17.7972885131836
544200,-175.844375610352,-17.5844375610352
544500,-173.635696411133,-17.3635696411133
544800,-171.351318359375,-17.1351318359375
545100,-168.995040893555,-16.8995040893555
545400,-166.570114135742,-16.6570114135742
545700,-164.079345703125,-16.4079345703125
546000,-161.525177001953,-16.1525177001953
546300,-158.909790039062,-15.8909790039062
546600,-156.235092163086,-15.6235092163086
546900,-153.502822875977,-15.3502822875977
547200,-150.714584350586,-15.0714584350586
547500,-158.498382568359,-15.8498382568359
547800,-166.287109375,-16.6287109375
548100,-174.081039428711,-17.4081039428711
548400,-181.880340576172,-18.1880340576172
548700,-189.685150146484,-18.9685150146484
549000,-197.495559692383,-19.7495559692383
549300,-205.311614990234,-20.5311614990234
549600,-213.133346557617,-21.3133346557617
549900,-220.960708618164,-22.0960708618164
550200,-228.793685913086,-22.8793685913086
550500,-236.632217407227,-23.6632217407227
550800,-244.476211547852,-24.4476211547852
551100,-269.044891357422,-26.9044891357422
551400,-293.6748046875,-29.36748046875
551700,-318.3642578125,-31.83642578125
552000,-343.111053466797,-34.3111053466797
552300,-367.912780761719,-36.7912780761719
552600,-392.766723632812,-39.2766723632812
552900,-417.669921875,-41.7669921875
553200,-442.619171142578,-44.2619171142578
553500,-467.611145019531,-46.7611145019531
553800,-492.642395019531,-49.2642395019531
554100,-517.709228515625,-51.7709228515625
554400,-542.807983398438,-54.2807983398438
554700,-564.015869140625,-56.4015869140625
555000,-585.309875488281,-58.5309875488281
555300,-606.682800292969,-60.6682800292969
555600,-628.127563476562,-62.8127563476562
555900,-649.636779785156,-64.9636779785156
556200,-671.203308105469,-67.1203308105469
556500,-692.819641113281,-69.2819641113281
556800,-740.879272460938,-74.0879272460938
557100,-763.498657226562,-76.3498657226562
557400,-786.14501953125,-78.614501953125
557700,-808.809692382812,-80.8809692382812
558000,-831.484008789062,-83.1484008789062
558300,-881.000244140625,-88.1000244140625
558600,-930.613342285156,-93.0613342285156
558900,-980.256591796875,-98.0256591796875
559200,-1057.79467773438,-105.779467773438
559500,-1107.31762695312,-110.731762695312
559800,-1156.65515136719,-115.665515136719
560100,-1205.74548339844,-120.574548339844
560400,-1254.52856445312,-125.452856445312
560700,-1330.38635253906,-133.038635253906
561000,-1378.2822265625,-137.82822265625
561300,-1425.6796875,-142.56796875
561600,-1472.52563476562,-147.252563476562
561900,-1449.97790527344,-144.997790527344
562200,-1427.01379394531,-142.701379394531
562500,-1403.66540527344,-140.366540527344
562800,-1379.96606445312,-137.996606445312
563100,-1328.25830078125,-132.825830078125
563400,-1303.91284179688,-130.391284179688
563700,-1279.34655761719,-127.934655761719
564000,-1254.59594726562,-125.459594726562
564300,-1229.69787597656,-122.969787597656
564600,-1204.69006347656,-120.469006347656
564900,-1179.6103515625,-117.96103515625
565200,-1126.65966796875,-112.665966796875
565500,-1155.4326171875,-115.54326171875
565800,-1156.16943359375,-115.616943359375
566100,-1156.70263671875,-115.670263671875
566400,-1157.02685546875,-115.702685546875
566700,-1157.13708496094,-115.713708496094
567000,-1157.02819824219,-115.702819824219
567300,-1156.69519042969,-115.669519042969
567600,-1156.13305664062,-115.613305664062
567900,-1155.33703613281,-115.533703613281
568200,-1154.30212402344,-115.430212402344
568500,-1153.02355957031,-115.302355957031
568800,-1151.49645996094,-115.149645996094
569100,-1157.44226074219,-115.744226074219
569400,-1162.83435058594,-116.283435058594
569700,-1167.65283203125,-116.765283203125
570000,-1171.87829589844,-117.187829589844
570300,-1175.49145507812,-117.549145507812
570600,-1178.47351074219,-117.847351074219
570900,-1180.80603027344,-118.080603027344
571200,-1182.47094726562,-118.247094726562
571500,-1183.45056152344,-118.345056152344
571800,-1183.7275390625,-118.37275390625
572100,-1183.28503417969,-118.328503417969
572400,-1182.10620117188,-118.210620117188
572700,-1164.72009277344,-116.472009277344
573000,-1147.14807128906,-114.714807128906
573300,-1129.39477539062,-112.939477539062
573600,-1111.46472167969,-111.146472167969
573900,-1093.36218261719,-109.336218261719
574200,-1075.09191894531,-107.509191894531
574500,-1056.65808105469,-105.665808105469
574800,-1038.06518554688,-103.806518554688
575100,-1019.31756591797,-101.931756591797
575400,-1000.41961669922,-100.041961669922
575700,-981.375366210938,-98.1375366210938
576000,-962.189147949219,-96.2189147949219
576300,-941.16015625,-94.116015625
576600,-919.9765625,-91.99765625
576900,-898.642761230469,-89.8642761230469
577200,-877.1630859375,-87.71630859375
577500,-855.541870117188,-85.5541870117188
577800,-833.783630371094,-83.3783630371094
578100,-811.892639160156,-81.1892639160156
578400,-789.873291015625,-78.9873291015625
578700,-767.729797363281,-76.7729797363281
579000,-745.466430664062,-74.5466430664062
579300,-723.087463378906,-72.3087463378906
579600,-700.596923828125,-70.0596923828125
579900,-672.996948242188,-67.2996948242188
580200,-645.732849121094,-64.5732849121094
580500,-618.816650390625,-61.8816650390625
580800,-588.565612792969,-58.8565612792969
581100,-562.858642578125,-56.2858642578125
581400,-537.523620605469,-53.7523620605469
581700,-512.568664550781,-51.2568664550781
582000,-488.000946044922,-48.8000946044922
582300,-463.826568603516,-46.3826568603516
582600,-440.050415039062,-44.0050415039062
582900,-416.676055908203,-41.6676055908203
583200,-393.705474853516,-39.3705474853516
583500,-372.130523681641,-37.2130523681641
583800,-350.559906005859,-35.0559906005859
584100,-328.994567871094,-32.8994567871094
584400,-307.434875488281,-30.7434875488281
584700,-285.880615234375,-28.5880615234375
585000,-264.330932617188,-26.4330932617188
585300,-242.784057617188,-24.2784057617188
585600,-221.237426757812,-22.1237426757812
585900,-199.687271118164,-19.9687271118164
586200,-178.128570556641,-17.8128570556641
586500,-168.152481079102,-16.8152481079102
586800,-158.9140625,-15.89140625
587100,-150.541946411133,-15.0541946411133
587400,-142.136306762695,-14.2136306762695
587700,-133.700531005859,-13.3700531005859
588000,-125.238922119141,-12.5238922119141
588300,-116.756996154785,-11.6756996154785
588600,-112.762367248535,-11.2762367248535
588900,-103.945274353027,-10.3945274353027
589200,-95.1506729125977,-9.51506729125977
589500,-86.3950347900391,-8.63950347900391
589800,-77.7021408081055,-7.77021408081055
590100,-69.1066055297852,-6.91066055297852
590400,-60.6585845947266,-6.06585845947266
590700,-54.1385955810547,-5.41385955810547
591000,-47.7447547912598,-4.77447547912598
591300,-61.7208290100098,-6.17208290100098
591600,-54.9350738525391,-5.49350738525391
591900,-48.1310195922852,-4.81310195922852
592200,-41.308780670166,-4.1308780670166
592500,-34.4684638977051,-3.44684638977051
592800,-27.6101856231689,-2.76101856231689
593100,-20.7340679168701,-2.07340679168701
593400,-13.8402404785156,-1.38402404785156
593700,-6.92883777618408,-0.692883777618408
594000,0,0
594300,0,0
594600,0,0
594900,0,0
595200,0,0
595500,0,0
595800,0,0
596100,0,0
596400,0,0
596700,0,0
597000,0,0
597300,0,0
597600,0,0
597900,0,0
598200,0,0
598500,0,0
598800,0,0
599100,0,0
599400,0,0
599700,0,0
600000,0,0
600300,0,0
600600,0,0
600900,0,0
601200,0,0
601500,0,0
601800,0,0
602100,0,0
602400,0,0
602700,0,0
603000,0,0
603300,0,0
603600,0,0
603900,0,0
604200,0,0
604500,0,0
604800,0,0
605100,0,0
605400,0,0
605700,0,0
606000,0,0
606300,0,0
606600,0,0
606900,0,0
607200,0,0
607500,0,0
607800,0,0
608100,0,0
608400,0,0
608700,0,0
609000,0,0
609300,0,0
609600,0,0
609900,0,0
610200,0,0
610500,0,0
610800,0,0
611100,0,0
611400,0,0
611700,0,0
612000,0,0
612300,0,0
612600,0,0
612900,0,0
613200,0,0
613500,0,0
613800,0,0
614100,0,0
614400,0,0
614700,0,0
615000,0,0
615300,0,0
615600,0,0
615900,0,0
616200,0,0
616500,0,0
616800,0,0
617100,0,0
617400,0,0
617700,0,0
618000,0,0
618300,0,0
618600,0,0
618900,0,0
619200,0,0
619500,-2.53690528869629,-0.253690528869629
619800,-5.07077026367188,-0.507077026367188
620100,-7.34853410720825,-0.734853410720825
620400,-9.75329875946045,-0.975329875946045
620700,-12.1580228805542,-1.21580228805542
621000,-14.5656566619873,-1.45656566619873
621300,-16.9767589569092,-1.69767589569092
621600,-19.3909797668457,-1.93909797668457
621900,-21.8076934814453,-2.18076934814453
622200,-24.2262554168701,-2.42262554168701
622500,-26.6460876464844,-2.66460876464844
622800,-29.0667018890381,-2.90667018890381
623100,-38.8648109436035,-3.88648109436035
623400,-48.260139465332,-4.8260139465332
623700,-57.5969581604004,-5.75969581604004
624000,-66.8029022216797,-6.68029022216797
624300,-75.8979263305664,-7.58979263305664
624600,-84.8969573974609,-8.48969573974609
624900,-94.3726806640625,-9.43726806640625
625200,-108.530723571777,-10.8530723571777
625500,-123.676689147949,-12.3676689147949
625800,-139.802871704102,-13.9802871704102
626100,-156.899536132812,-15.6899536132812
626400,-174.955490112305,-17.4955490112305
626700,-194.634078979492,-19.4634078979492
627000,-215.701843261719,-21.5701843261719
627300,-237.27555847168,-23.727555847168
627600,-261.508361816406,-26.1508361816406
627900,-287.078491210938,-28.7078491210938
628200,-313.962768554688,-31.3962768554688
628500,-342.136596679688,-34.2136596679688
628800,-371.573883056641,-37.1573883056641
629100,-402.2470703125,-40.22470703125
629400,-434.127105712891,-43.4127105712891
629700,-467.183532714844,-46.7183532714844
630000,-501.384460449219,-50.1384460449219
630300,-537.997497558594,-53.7997497558594
630600,-573.468017578125,-57.3468017578125
630900,-610.515808105469,-61.0515808105469
631200,-649.096374511719,-64.9096374511719
631500,-689.161987304688,-68.9161987304688
631800,-730.662292480469,-73.0662292480469
632100,-773.544250488281,-77.3544250488281
632400,-826.899597167969,-82.6899597167969
632700,-872.885681152344,-87.2885681152344
633000,-920.062316894531,-92.0062316894531
633300,-968.3671875,-96.83671875
633600,-1017.73669433594,-101.773669433594
633900,-1046.0576171875,-104.60576171875
634200,-1073.87646484375,-107.387646484375
634500,-1101.18859863281,-110.118859863281
634800,-1127.98999023438,-112.798999023438
635100,-1154.27697753906,-115.427697753906
635400,-1180.0458984375,-118.00458984375
635700,-1205.29382324219,-120.529382324219
636000,-1230.01782226562,-123.001782226562
636300,-1254.21545410156,-125.421545410156
636600,-1277.88452148438,-127.788452148438
636900,-1301.02319335938,-130.102319335938
637200,-1323.62951660156,-132.362951660156
637500,-1353.5703125,-135.35703125
637800,-1383.447265625,-138.3447265625
638100,-1413.2373046875,-141.32373046875
638400,-1442.91723632812,-144.291723632812
638700,-1482.58276367188,-148.258276367188
639000,-1512.16723632812,-151.216723632812
639300,-1541.5634765625,-154.15634765625
639600,-1570.74890136719,-157.074890136719
639900,-1599.70141601562,-159.970141601562
640200,-1628.39892578125,-162.839892578125
640500,-1656.81958007812,-165.681958007812
640800,-1684.94226074219,-168.494226074219
641100,-1700.22888183594,-170.022888183594
641400,-1714.90698242188,-171.490698242188
641700,-1728.97741699219,-172.897741699219
642000,-1742.44140625,-174.244140625
642300,-1755.29992675781,-175.529992675781
642600,-1767.55432128906,-176.755432128906
642900,-1779.20593261719,-177.920593261719
643200,-1790.25634765625,-179.025634765625
643500,-1800.70703125,-180.070703125
643800,-1810.55969238281,-181.055969238281
644100,-1819.81616210938,-181.981616210938
644400,-1828.47814941406,-182.847814941406
644700,-1833.51452636719,-183.351452636719
645000,-1837.92761230469,-183.792761230469
645300,-1841.72290039062,-184.172290039062
645600,-1844.90612792969,-184.490612792969
645900,-1847.48278808594,-184.748278808594
646200,-1849.45874023438,-184.945874023438
646500,-1850.83996582031,-185.083996582031
646800,-1851.63208007812,-185.163208007812
647100,-1851.84143066406,-185.184143066406
647400,-1851.47387695312,-185.147387695312
647700,-1850.53576660156,-185.053576660156
648000,-1849.03344726562,-184.903344726562
648300,-1857.2138671875,-185.72138671875
648600,-1864.8291015625,-186.48291015625
648900,-1871.86779785156,-187.186779785156
649200,-1878.31945800781,-187.831945800781
649500,-1884.17321777344,-188.417321777344
649800,-1889.41882324219,-188.941882324219
650100,-1894.04614257812,-189.404614257812
650400,-1898.04516601562,-189.804516601562
650700,-1901.40612792969,-190.140612792969
651000,-1904.11938476562,-190.411938476562
651300,-1906.17553710938,-190.617553710938
651600,-1907.56530761719,-190.756530761719
651900,-1891.93078613281,-189.193078613281
652200,-1875.78564453125,-187.578564453125
652500,-1859.14599609375,-185.914599609375
652800,-1842.0283203125,-184.20283203125
653100,-1824.44934082031,-182.444934082031
653400,-1806.42578125,-180.642578125
653700,-1787.97521972656,-178.797521972656
654000,-1769.11474609375,-176.911474609375
654300,-1749.86242675781,-174.986242675781
654600,-1721.78735351562,-172.178735351562
654900,-1702.28088378906,-170.228088378906
655200,-1682.46850585938,-168.246850585938
655500,-1670.54272460938,-167.054272460938
655800,-1658.07153320312,-165.807153320312
656100,-1645.0537109375,-164.50537109375
656400,-1631.48754882812,-163.148754882812
656700,-1617.37182617188,-161.737182617188
657000,-1602.70544433594,-160.270544433594
657300,-1587.48742675781,-158.748742675781
657600,-1571.71655273438,-157.171655273438
657900,-1555.39221191406,-155.539221191406
658200,-1538.51354980469,-153.851354980469
658500,-1521.080078125,-152.1080078125
658800,-1503.09143066406,-150.309143066406
659100,-1471.86279296875,-147.186279296875
659400,-1440.61059570312,-144.061059570312
659700,-1409.3603515625,-140.93603515625
660000,-1378.1376953125,-137.81376953125
660300,-1346.9677734375,-134.69677734375
660600,-1315.87609863281,-131.587609863281
660900,-1284.88793945312,-128.488793945312
661200,-1254.02856445312,-125.402856445312
661500,-1223.32275390625,-122.332275390625
661800,-1178.45983886719,-117.845983886719
662100,-1148.76379394531,-114.876379394531
662400,-1119.31640625,-111.931640625
662700,-1073.49243164062,-107.349243164062
663000,-1028.71069335938,-102.871069335938
663300,-985.035034179688,-98.5035034179688
663600,-942.527465820312,-94.2527465820312
663900,-891.668029785156,-89.1668029785156
664200,-852.088012695312,-85.2088012695312
664500,-813.855529785156,-81.3855529785156
664800,-777.019348144531,-77.7019348144531
665100,-741.624450683594,-74.1624450683594
665400,-707.711791992188,-70.7711791992188
665700,-669.188110351562,-66.9188110351562
666000,-638.926818847656,-63.8926818847656
666300,-605.78125,-60.578125
666600,-573.506286621094,-57.3506286621094
666900,-542.128662109375,-54.2128662109375
667200,-511.674041748047,-51.1674041748047
667500,-482.167358398438,-48.2167358398438
667800,-453.632507324219,-45.3632507324219
668100,-426.092407226562,-42.6092407226562
668400,-399.569213867188,-39.9569213867188
668700,-374.084075927734,-37.4084075927734
669000,-350.541687011719,-35.0541687011719
669300,-327.687133789062,-32.7687133789062
669600,-305.905975341797,-30.5905975341797
669900,-283.509643554688,-28.3509643554688
670200,-261.555694580078,-26.1555694580078
670500,-240.058837890625,-24.0058837890625
670800,-219.032012939453,-21.9032012939453
671100,-198.485214233398,-19.8485214233398
671400,-178.423767089844,-17.8423767089844
671700,-158.845642089844,-15.8845642089844
672000,-139.737503051758,-13.9737503051758
672300,-121.06867980957,-12.106867980957
672600,-102.781921386719,-10.2781921386719
672900,-85.0613403320312,-8.50613403320312
673200,-66.8284912109375,-6.68284912109375
673500,-63.5239868164062,-6.35239868164062
673800,-60.2108001708984,-6.02108001708984
674100,-56.8892135620117,-5.68892135620117
674400,-53.5595703125,-5.35595703125
674700,-50.2223510742188,-5.02223510742188
675000,-46.8781929016113,-4.68781929016113
675300,-43.528018951416,-4.3528018951416
675600,-40.1731605529785,-4.01731605529785
675900,-36.815601348877,-3.6815601348877
676200,-33.4583435058594,-3.34583435058594
676500,-30.1060066223145,-3.01060066223145
676800,-26.7656688690186,-2.67656688690186
677100,-24.491678237915,-2.4491678237915
677400,-22.2288208007812,-2.22288208007812
677700,-22.8591995239258,-2.28591995239258
678000,-20.5874767303467,-2.05874767303467
678300,-18.3124828338623,-1.83124828338623
678600,-16.0342578887939,-1.60342578887939
678900,-13.7528429031372,-1.37528429031372
679200,-11.4682846069336,-1.14682846069336
679500,-9.18062782287598,-0.918062782287598
679800,-6.88992071151733,-0.688992071151733
680100,-4.59621238708496,-0.459621238708496
680400,-2.29955434799194,-0.229955434799194
680700,-2.10948085784912,-0.210948085784912
681000,-1.91910910606384,-0.191910910606384
681300,-1.72844302654266,-0.172844302654266
681600,-1.53748738765717,-0.153748738765717
681900,-1.34624660015106,-0.134624660015106
682200,-1.15472555160522,-0.115472555160522
682500,-0.96292918920517,-0.096292918920517
682800,-0.770862519741058,-0.0770862519741058
683100,-0.578530788421631,-0.0578530788421631
683400,-0.385939419269562,-0.0385939419269562
683700,-0.193093925714493,-0.0193093925714493
684000,0,0
684300,0,0
684600,0,0
684900,0,0
685200,0,0
685500,0,0
685800,0,0
686100,0,0
686400,0,0
686700,0,0
687000,0,0
687300,0,0
687600,0,0
687900,0,0
688200,0,0
688500,0,0
688800,0,0
689100,0,0
689400,0,0
689700,0,0
690000,0,0
690300,0,0
690600,0,0
690900,0,0
691200,0,0
691500,0,0
691800,0,0
692100,0,0
692400,0,0
692700,0,0
693000,0,0
693300,0,0
693600,0,0
693900,0,0
694200,0,0
694500,0,0
694800,0,0
695100,0,0
695400,0,0
695700,0,0
696000,0,0
696300,0,0
696600,0,0
696900,0,0
697200,0,0
697500,0,0
697800,0,0
698100,0,0
698400,0,0
698700,0,0
699000,0,0
699300,0,0
699600,0,0
699900,0,0
700200,0,0
700500,0,0
700800,0,0
701100,0,0
701400,0,0
701700,0,0
702000,0,0
702300,0,0
702600,0,0
702900,0,0
703200,0,0
703500,0,0
703800,0,0
704100,0,0
704400,0,0
704700,0,0
705000,0,0
705300,0,0
705600,0,0
705900,-3.12069916725159,-0.312069916725159
706200,-6.23898696899414,-0.623898696899414
706500,-8.95583629608154,-0.895583629608154
706800,-11.881986618042,-1.1881986618042
707100,-14.8149509429932,-1.48149509429932
707400,-17.7592086791992,-1.77592086791992
707700,-20.7153186798096,-2.07153186798096
708000,-23.7360248565674,-2.37360248565674
708300,-26.6944580078125,-2.66944580078125
708600,-29.6565608978271,-2.96565608978271
708900,-32.6210975646973,-3.26210975646973
709200,-35.587043762207,-3.5587043762207
709500,-44.451602935791,-4.4451602935791
709800,-53.1772155761719,-5.31772155761719
710100,-61.7894706726074,-6.17894706726074
710400,-70.3067855834961,-7.03067855834961
710700,-78.742546081543,-7.8742546081543
711000,-87.1066055297852,-8.71066055297852
711300,-95.6345825195312,-9.56345825195312
711600,-111.147422790527,-11.1147422790527
711900,-127.415885925293,-12.7415885925293
712200,-144.429351806641,-14.4429351806641
712500,-162.176544189453,-16.2176544189453
712800,-180.645660400391,-18.0645660400391
713100,-201.016387939453,-20.1016387939453
713400,-221.128326416016,-22.1128326416016
713700,-243.981384277344,-24.3981384277344
714000,-267.841613769531,-26.7841613769531
714300,-292.690826416016,-29.2690826416016
714600,-318.509948730469,-31.8509948730469
714900,-345.279174804688,-34.5279174804688
715200,-372.977874755859,-37.2977874755859
715500,-401.584503173828,-40.1584503173828
715800,-431.076721191406,-43.1076721191406
716100,-461.431274414062,-46.1431274414062
716400,-492.6240234375,-49.26240234375
716700,-522.16357421875,-52.216357421875
717000,-552.529846191406,-55.2529846191406
717300,-588.025024414062,-58.8025024414062
717600,-620.462097167969,-62.0462097167969
717900,-653.6474609375,-65.36474609375
718200,-687.552978515625,-68.7552978515625
718500,-722.149597167969,-72.2149597167969
718800,-757.407287597656,-75.7407287597656
719100,-793.295227050781,-79.3295227050781
719400,-829.781921386719,-82.9781921386719
719700,-866.8349609375,-86.68349609375
720000,-904.421508789062,-90.4421508789062
720300,-928.562866210938,-92.8562866210938
720600,-952.218139648438,-95.2218139648438
720900,-975.386169433594,-97.5386169433594
721200,-998.066284179688,-99.8066284179688
721500,-1020.25817871094,-102.025817871094
721800,-1041.96166992188,-104.196166992188
722100,-1063.17712402344,-106.317712402344
722400,-1083.90502929688,-108.390502929688
722700,-1104.14636230469,-110.414636230469
723000,-1123.90197753906,-112.390197753906
723300,-1143.17333984375,-114.317333984375
723600,-1161.96215820312,-116.196215820312
723900,-1172.31433105469,-117.231433105469
724200,-1181.78735351562,-118.178735351562
724500,-1190.3974609375,-119.03974609375
724800,-1198.1611328125,-119.81611328125
725100,-1205.09521484375,-120.509521484375
725400,-1211.21691894531,-121.121691894531
725700,-1216.54357910156,-121.654357910156
726000,-1221.09313964844,-122.109313964844
726300,-1224.88366699219,-122.488366699219
726600,-1227.93334960938,-122.793334960938
726900,-1230.26098632812,-123.026098632812
727200,-1231.88562011719,-123.188562011719
727500,-1245.29064941406,-124.529064941406
727800,-1258.43176269531,-125.843176269531
728100,-1271.30676269531,-127.130676269531
728400,-1283.91320800781,-128.391320800781
728700,-1296.24877929688,-129.624877929688
729000,-1308.31127929688,-130.831127929688
729300,-1320.09838867188,-132.009838867188
729600,-1331.60791015625,-133.160791015625
729900,-1342.83776855469,-134.283776855469
730200,-1353.78588867188,-135.378588867188
730500,-1364.45007324219,-136.445007324219
730800,-1374.82836914062,-137.482836914062
731100,-1362.837890625,-136.2837890625
731400,-1350.30407714844,-135.030407714844
731700,-1310.32592773438,-131.032592773438
732000,-1296.49401855469,-129.649401855469
732300,-1282.21032714844,-128.221032714844
732600,-1267.50085449219,-126.750085449219
732900,-1252.39196777344,-125.239196777344
733200,-1236.91052246094,-123.691052246094
733500,-1221.08349609375,-122.108349609375
733800,-1204.9384765625,-120.49384765625
734100,-1188.50341796875,-118.850341796875
734400,-1171.806640625,-117.1806640625
734700,-1199.58251953125,-119.958251953125
735000,-1227.11254882812,-122.711254882812
735300,-1254.35595703125,-125.435595703125
735600,-1281.27282714844,-128.127282714844
735900,-1307.82421875,-130.782421875
736200,-1333.97180175781,-133.397180175781
736500,-1387.44812011719,-138.744812011719
736800,-1412.44775390625,-141.244775390625
737100,-1436.91320800781,-143.691320800781
737400,-1460.81066894531,-146.081066894531
737700,-1484.10705566406,-148.410705566406
738000,-1506.77026367188,-150.677026367188
738300,-1510.99926757812,-151.099926757812
738600,-1514.76879882812,-151.476879882812
738900,-1518.06420898438,-151.806420898438
739200,-1520.87121582031,-152.087121582031
739500,-1523.17553710938,-152.317553710938
739800,-1524.96337890625,-152.496337890625
740100,-1526.22094726562,-152.622094726562
740400,-1526.93432617188,-152.693432617188
740700,-1527.09045410156,-152.709045410156
741000,-1526.67578125,-152.667578125
741300,-1525.67712402344,-152.567712402344
741600,-1524.08178710938,-152.408178710938
741900,-1506.93688964844,-150.693688964844
742200,-1489.5361328125,-148.95361328125
742500,-1471.890625,-147.1890625
742800,-1454.01098632812,-145.401098632812
743100,-1435.90856933594,-143.590856933594
743400,-1417.59399414062,-141.759399414062
743700,-1399.07849121094,-139.907849121094
744000,-1380.373046875,-138.0373046875
744300,-1361.48864746094,-136.148864746094
744600,-1342.43627929688,-134.243627929688
744900,-1323.22705078125,-132.322705078125
745200,-1303.87170410156,-130.387170410156
745500,-1280.96643066406,-128.096643066406
745800,-1257.95458984375,-125.795458984375
746100,-1234.84838867188,-123.484838867188
746400,-1211.66027832031,-121.166027832031
746700,-1188.40258789062,-118.840258789062
747000,-1165.08740234375,-116.508740234375
747300,-1141.72692871094,-114.172692871094
747600,-1118.3330078125,-111.83330078125
747900,-1094.91748046875,-109.491748046875
748200,-1057.92663574219,-105.792663574219
748500,-1034.99731445312,-103.499731445312
748800,-1012.08380126953,-101.208380126953
749100,-996.968872070312,-99.6968872070312
749400,-981.135192871094,-98.1135192871094
749700,-964.57421875,-96.457421875
750000,-947.278015136719,-94.7278015136719
750300,-929.239074707031,-92.9239074707031
750600,-910.450256347656,-91.0450256347656
750900,-890.905090332031,-89.0905090332031
751200,-870.597534179688,-87.0597534179688
751500,-849.522155761719,-84.9522155761719
751800,-834.859069824219,-83.4859069824219
752100,-811.686645507812,-81.1686645507812
752400,-787.732421875,-78.7732421875
752700,-759.884826660156,-75.9884826660156
753000,-726.75537109375,-72.675537109375
753300,-699.002136230469,-69.9002136230469
