timestamp,Load R1_P,Load R1_Q,Load R11_P,Load R11_Q,Load R15_P,Load R15_Q,Load R16_P,Load R16_Q,Load R17_P,Load R17_Q,Load R18_P,Load R18_Q,Load I2_P,Load I2_Q,Load C1_P,Load C1_Q,Load C12_P,Load C12_Q,Load C13_P,Load C13_Q,Load C14_P,Load C14_Q,Load C17_P,Load C17_Q,Load C18_P,Load C18_Q,Load C19_P,Load C19_Q,Load C20_P,Load C20_Q,PV_Load R1_P,PV_Load R1_Q,PV_Load R11_P,PV_Load R11_Q,PV_Load R15_P,PV_Load R15_Q,PV_Load R16_P,PV_Load R16_Q,PV_Load R17_P,PV_Load R17_Q,PV_Load R18_P,PV_Load R18_Q,PV_Load I2_P,PV_Load I2_Q,PV_Load C1_P,PV_Load C1_Q,PV_Load C12_P,PV_Load C12_Q,PV_Load C13_P,PV_Load C13_Q,PV_Load C14_P,PV_Load C14_Q,PV_Load C17_P,PV_Load C17_Q,PV_Load C18_P,PV_Load C18_Q,PV_Load C19_P,PV_Load C19_Q,PV_Load C20_P,PV_Load C20_Q
66,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.13448144865138661,0.052705748650591064,1.3466432645897326,0.5277742182080964,0.22967863894139887,0.0900152752357372,0.5960019743336624,0.23358411564941262,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.06966420034149118,0.027302679068107998,0.1696367374914325,0.06648375175751463,0.18811174551386625,0.07372444658132078,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-2.765204101127173,-0.0,-2.765085559891924,-0.0,-2.765153247941446,-0.0,-2.765120281791618,-0.0,-2.7651606124287005,-0.0,-2.765085559891924,-0.0,-2.7651606124287005,-0.0,-2.7651606124287005,-0.0,-2.765085559891924,-0.0,-2.7651606124287005,-0.0,-2.765120281791618,-0.0,-2.7651606124287005,-0.0,-2.7651606124287005,-0.0,-2.765135594916441,-0.0,-2.7651606124287005,-0.0
67,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.364695453969862,0.14293084379821305,1.3466432645897326,0.5277742182080964,0.22967863894139887,0.0900152752357372,0.4301579466929911,0.16858679651218475,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.33921288743882544,0.1329437581442028,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-3.099535120677577,-0.0,-3.0995196637646356,-0.0,-3.0994110247026536,-0.0,-3.0994276107753276,-0.0,-3.09944461122786,-0.0,-3.0995196637646356,-0.0,-3.09944461122786,-0.0,-3.09944461122786,-0.0,-3.0995196637646356,-0.0,-3.09944461122786,-0.0,-3.0994276107753276,-0.0,-3.09944461122786,-0.0,-3.09944461122786,-0.0,-3.099469628740118,-0.0,-3.09944461122786,-0.0
68,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.5637760702524698,0.22095419220960527,0.364695453969862,0.14293084379821305,1.2526546731022379,0.49093836368213545,0.22967863894139887,0.0900152752357372,0.41979269496544913,0.16452446406610802,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.41139885807504073,0.16123476528760394,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-2.63108960071324,-0.0,-2.6310417292104473,-0.0,-2.631004117108875,-0.0,-2.630989072569347,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.630989072569347,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0,-2.6310417292104473,-0.0
69,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.823271130625686,0.32265507039954044,0.2495884513106243,0.09781829622440205,0.8767003071522598,0.3435949455782915,0.22967863894139887,0.0900152752357372,0.7773938795656465,0.3046749334557556,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.41139885807504073,0.16123476528760394,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-3.1312488059606443,-0.0,-3.131191834283999,-0.0,-3.1311470722781336,-0.0,-3.131129167834127,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131129167834127,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0,-3.131191834283999,-0.0
70,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.823271130625686,0.32265507039954044,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.6584120982986768,0.2580437890091133,0.7773938795656465,0.3046749334557556,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.24316884176182707,0.09530233338560977,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-3.5217474367955166,-0.0,-3.5217652356649656,-0.0,-3.5216720036596523,-0.0,-3.5216347116038906,-0.0,-3.5216901831281904,-0.0,-3.5217652356649656,-0.0,-3.5216901831281904,-0.0,-3.5216901831281904,-0.0,-3.5217652356649656,-0.0,-3.5216901831281904,-0.0,-3.5216347116038906,-0.0,-3.5216901831281904,-0.0,-3.5216901831281904,-0.0,-3.521665165615931,-0.0,-3.5216901831281904,-0.0
71,0.6953994470830084,0.27253981004270755,0.3602825745682888,0.14120135534536624,0.823271130625686,0.32265507039954044,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.9442344045368619,0.370062798191364,0.7773938795656465,0.3046749334557556,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-3.837355919251098,-0.0,-3.8372861002701897,-0.0,-3.837231244281793,-0.0,-3.837209302325582,-0.0,-3.8372110477334136,-0.0,-3.8372861002701897,-0.0,-3.8372110477334136,-0.0,-3.8372110477334136,-0.0,-3.8372861002701897,-0.0,-3.8372110477334136,-0.0,-3.837209302325582,-0.0,-3.8372110477334136,-0.0,-3.8372110477334136,-0.0,-3.8372861002701883,-0.0,-3.8372110477334136,-0.0
72,0.6953994470830084,0.27253981004270755,0.3602825745682888,0.14120135534536624,0.6935236004390779,0.27180463130457283,0.07692794732176778,0.03014947486368557,0.18560772268538833,0.07274307406387252,0.9442344045368619,0.370062798191364,0.7773938795656465,0.3046749334557556,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-5.826912055021333,-0.0,-5.826928850195138,-0.0,-5.826824107959744,-0.0,-5.826722171076332,-0.0,-5.826853797658361,-0.0,-5.826928850195138,-0.0,-5.826853797658361,-0.0,-5.826853797658361,-0.0,-5.826928850195138,-0.0,-5.826853797658361,-0.0,-5.826722171076332,-0.0,-5.826853797658361,-0.0,-5.826853797658361,-0.0,-5.826878815170619,-0.0,-5.826853797658361,-0.0
73,0.6953994470830084,0.27253981004270755,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.07692794732176778,0.03014947486368557,0.42255375164545855,0.16560657286881617,0.9442344045368619,0.370062798191364,0.1813919052319842,0.07109081780634297,0.07841115180825717,0.03073076993186249,0.2468614832788269,0.0967495473887564,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-6.408074890148379,-0.0,-6.40798558991294,-0.0,-6.4078510978956995,-0.0,-6.4077973021654735,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.4077973021654735,-0.0,-6.40798558991294,-0.0,-6.40798558991294,-0.0,-6.407985589912939,-0.0,-6.40798558991294,-0.0
74,0.6953994470830084,0.27253981004270755,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.8013232514177694,0.31405329360023865,0.1813919052319842,0.07109081780634297,0.07841115180825717,0.03073076993186249,0.5886696908956641,0.2307104591578037,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-9.68967713175826,-0.0,-9.689582707895527,-0.0,-9.689787282708142,-0.0,-9.689388784373373,-0.0,-9.689282497748424,-0.0,-9.689582707895527,-0.0,-9.689282497748424,-0.0,-9.689282497748424,-0.0,-9.689582707895527,-0.0,-9.689282497748424,-0.0,-9.689388784373373,-0.0,-9.689282497748424,-0.0,-9.689282497748424,-0.0,-9.689582707895527,-0.0,-9.689282497748424,-0.0
75,0.615651804068902,0.24128524467083745,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.3114042886099356,0.12204505772939674,1.4811688996729613,0.5804972843325383,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-7.812265172260077,-0.0,-7.8122185529870904,-0.0,-7.812042543458372,-0.0,-7.812032181883681,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.812032181883681,-0.0,-7.8122185529870904,-0.0,-7.8122185529870904,-0.0,-7.812168517962573,-0.0,-7.8122185529870904,-0.0
76,0.7304884100092153,0.2862918188063304,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.3696525728103553,0.14487362967878034,2.810423040405107,1.1014563856566115,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-7.486149143475768,-0.0,-7.4860402281597125,-0.0,-7.485933211344924,-0.0,-7.485890405475723,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.485890405475723,-0.0,-7.4860402281597125,-0.0,-7.4860402281597125,-0.0,-7.486040228159712,-0.0,-7.4860402281597125,-0.0
77,0.7304884100092153,0.2862918188063304,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.07692794732176778,0.03014947486368557,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.3696525728103553,0.14487362967878034,3.3943453950838696,1.3303062765954003,0.3335621139327385,0.13072911626549066,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.10018120631633444,0.039262853966641045,0.17603249830737985,0.06899036784006785,-8.089091256447814,-0.0,-8.08886220354248,-0.0,-8.088746569075939,-0.0,-8.088700316215025,-0.0,-8.089162413689584,-0.0,-8.08886220354248,-0.0,-8.089162413689584,-0.0,-8.089162413689584,-0.0,-8.08886220354248,-0.0,-8.089162413689584,-0.0,-8.088700316215025,-0.0,-8.089162413689584,-0.0,-8.089162413689584,-0.0,-8.08886220354248,-0.0,-8.089162413689584,-0.0
78,0.7304884100092153,0.2862918188063304,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.14872736482208437,0.05828898473645877,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.3696525728103553,0.14487362967878034,9.0,3.527265229607776,0.48975389744092557,0.19194354372314107,0.18733230343930402,0.07341896892264337,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.18032617136940202,0.07067313713995389,0.17603249830737985,0.06899036784006785,-6.585747946252308,-0.0,-6.585709996997898,-0.0,-6.58557296431839,-0.0,-6.585518152343594,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585518152343594,-0.0,-6.585709996997898,-0.0,-6.585709996997898,-0.0,-6.585709996997899,-0.0,-6.585709996997898,-0.0
79,0.5008151981285887,0.19627867053534445,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.30201342281879195,0.11836460502039517,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.253156004409516,0.09921648578001319,3.166473256672645,1.2409990020827022,0.48975389744092557,0.19194354372314107,0.18733230343930402,0.07341896892264337,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.5009060315816722,0.19631426983320524,0.17603249830737985,0.06899036784006785,-7.181621346239571,-0.0,-7.181477033923747,-0.0,-7.1814387008234215,-0.0,-7.181363327062403,-0.0,-7.181552086460523,-0.0,-7.181477033923747,-0.0,-7.181552086460523,-0.0,-7.181552086460523,-0.0,-7.181477033923747,-0.0,-7.181552086460523,-0.0,-7.181363327062403,-0.0,-7.181552086460523,-0.0,-7.181552086460523,-0.0,-7.181527068948263,-0.0,-7.181552086460523,-0.0
80,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.13448144865138661,0.052705748650591064,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.1552220760285907,0.060834381293686964,3.3516193691317646,1.3135611626242694,0.48975389744092557,0.19194354372314107,0.15791527766485078,0.06188989645900951,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.5009060315816722,0.19631426983320524,0.17603249830737985,0.06899036784006785,-9.504553270075782,-0.0,-9.504353047132993,-0.0,-9.504517383348583,-0.0,-9.504222871552656,-0.0,-9.504653257280095,-0.0,-9.504353047132993,-0.0,-9.504653257280095,-0.0,-9.504653257280095,-0.0,-9.504353047132993,-0.0,-9.504653257280095,-0.0,-9.504222871552656,-0.0,-9.504653257280095,-0.0,-9.504653257280095,-0.0,-9.504353047132994,-0.0,-9.504653257280095,-0.0
81,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.17453347969264543,0.06840287492470257,0.364695453969862,0.14293084379821305,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.1744248070836741,0.06836028413414309,3.232935963709252,1.2670469571489056,0.25546622217864495,0.10012190253666547,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.733885581154543,0.28762323254632394,0.17603249830737985,0.06899036784006785,-9.067630389097625,-0.0,-9.067397178024617,-0.0,-9.067074565416284,-0.0,-9.067245727094424,-0.0,-9.067096967877513,-0.0,-9.067397178024617,-0.0,-9.067096967877513,-0.0,-9.067096967877513,-0.0,-9.067397178024617,-0.0,-9.067096967877513,-0.0,-9.067245727094424,-0.0,-9.067096967877513,-0.0,-9.067096967877513,-0.0,-9.067447213049135,-0.0,-9.067096967877513,-0.0
82,0.15630538030764868,0.06125894812886547,0.3602825745682888,0.14120135534536624,0.43402854006586167,0.1701037531146377,0.364695453969862,0.14293084379821305,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.20642935884214644,0.0809034555349033,2.834159721489608,1.1107592267516837,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.9785141082060574,0.3834976433950986,0.17603249830737985,0.06899036784006785,-7.25899509647838,-0.0,-7.258931251876313,-0.0,-7.258806038426349,-0.0,-7.258815994876516,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258815994876516,-0.0,-7.258931251876313,-0.0,-7.258931251876313,-0.0,-7.258881216851797,-0.0,-7.258931251876313,-0.0
83,0.5875806337279365,0.23028363765993914,0.3602825745682888,0.14120135534536624,0.823271130625686,0.32265507039954044,0.2495884513106243,0.09781829622440205,0.1263712154453708,0.04952719936263662,0.22967863894139887,0.0900152752357372,0.1813919052319842,0.07109081780634297,0.25443618647985494,0.09971821263604361,2.967085135562823,1.1628551368840911,0.09927443867045788,0.038907475079015076,0.04024717456703797,0.015773606604474157,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.8517732332384157,0.333825567679162,0.17603249830737985,0.06899036784006785,-9.729223715213655,-0.0,-9.728910237166016,-0.0,-9.729242909423606,-0.0,-9.728775567385822,-0.0,-9.729060342239569,-0.0,-9.728910237166016,-0.0,-9.729060342239569,-0.0,-9.729060342239569,-0.0,-9.728910237166016,-0.0,-9.729060342239569,-0.0,-9.728775567385822,-0.0,-9.729060342239569,-0.0,-9.729060342239569,-0.0,-9.729010307215052,-0.0,-9.729060342239569,-0.0
84,0.6953994470830084,0.27253981004270755,1.1232339089481946,0.44021599019437707,1.3336992316136116,0.5227012140472556,0.07692794732176778,0.03014947486368557,0.2203598069328653,0.0863630538885976,0.42362948960302454,0.16602817432369305,0.5960019743336624,0.23358411564941262,0.47334732050780554,0.18551350501724337,3.043042515033231,1.1926242283883237,0.10456907539954896,0.040982540416562546,0.1829417025774453,0.07169821183851889,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.7804814910691174,0.3058850250889477,0.9174001354096142,0.35954595547419976,-11.501369165127683,-0.0,-11.50105073551486,-0.0,-11.501315187557182,-0.0,-11.500820557979425,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.500820557979425,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0,-11.50105073551486,-0.0
85,0.6953994470830084,0.27253981004270755,1.15149136577708,0.451290606299896,1.2810098792535676,0.502051289541685,0.07692794732176778,0.03014947486368557,0.5963141728828434,0.23370647199244152,1.4206049149338373,0.5567611468284486,0.8344027640671273,0.32701776190917764,0.6608939938124533,0.25901648942569816,4.987551429475682,1.9547129708966817,0.12574762231591333,0.04928280176675243,0.19172290430116268,0.07513972600676781,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.5754594874449909,0.2255331379014032,0.971563981042654,0.38077376096345134,-11.200089154938548,-0.0,-11.199789852897029,-0.0,-11.199393870082343,-0.0,-11.199655765920827,-0.0,-11.200090063044131,-0.0,-11.199789852897029,-0.0,-11.200090063044131,-0.0,-11.200090063044131,-0.0,-11.199789852897029,-0.0,-11.200090063044131,-0.0,-11.199655765920827,-0.0,-11.200090063044131,-0.0,-11.200090063044131,-0.0,-11.199839887921545,-0.0,-11.200090063044131,-0.0
86,0.6953994470830084,0.27253981004270755,1.4086342229199371,0.5520696128601181,2.9683863885839736,1.1633651218325831,0.07692794732176778,0.03014947486368557,5.8541465555068015,2.2943475104741413,3.0028355387523624,1.1768663762301936,1.1920039486673248,0.46716823129882523,0.7524270118416841,0.2948899596318723,6.932060343918135,2.7168017134050397,0.21840376507500736,0.08559644517383318,0.19172290430116268,0.07513972600676781,0.1696367374914325,0.06648375175751463,0.17098287112561172,0.06701132624220862,0.7618431271032876,0.2985803080718982,1.0054163845633042,0.3940411393942337,-13.070814494045722,-0.0,-13.07069948964275,-0.0,-13.070105215004574,-0.0,-13.070888203978706,-0.0,-13.070399279495648,-0.0,-13.07069948964275,-0.0,-13.070399279495648,-0.0,-13.070399279495648,-0.0,-13.07069948964275,-0.0,-13.070399279495648,-0.0,-13.070888203978706,-0.0,-13.070399279495648,-0.0,-13.070399279495648,-0.0,-13.071149804863404,-0.0,-13.070399279495648,-0.0
87,0.2641241936627206,0.10351512051163388,2.0627943485086337,0.808446975702881,2.434906695938529,0.9542846362136808,0.07692794732176778,0.03014947486368557,1.2676612549363757,0.4968197186064485,3.079395085066163,1.2068714679754395,1.0261599210266537,0.40217091216159745,0.932932683759468,0.3656334463321599,3.043042515033231,1.1926242283883237,0.3573879792136484,0.14006691028445428,0.1829417025774453,0.07169821183851889,0.1696367374914325,0.06648375175751463,0.24316884176182707,0.09530233338560977,0.5288635775304167,0.20727134535877945,1.0054163845633042,0.3940411393942337,-14.304400433038273,-0.0,-14.304262984088863,-0.0,-14.304380146386094,-0.0,-14.304126806228236,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304126806228236,-0.0,-14.304262984088863,-0.0,-14.304262984088863,-0.0,-14.304012808966275,-0.0,-14.304262984088863,-0.0
88,0.3859785921882753,0.15127209639985145,2.124960753532182,0.8328111311350228,2.0417124039517014,0.8001845745908602,0.07692794732176778,0.03014947486368557,1.1634050021939446,0.45595977913227326,3.465595463137996,1.35823048633479,1.3511846001974335,0.5295540510064324,0.8849258561217594,0.3468186892310195,2.872138411224813,1.1256437725038004,0.3529757819394058,0.13833768916983138,0.15659809740629319,0.06137366933377218,0.1696367374914325,0.06648375175751463,0.24316884176182707,0.09530233338560977,0.3704374838208646,0.14518125071385876,1.032498307379824,0.40465504213885944,-15.035534611220784,-0.0,-15.036025217652359,-0.0,-15.035166971637693,-0.0,-15.0354240883801,-0.0,-15.035274692284599,-0.0,-15.036025217652359,-0.0,-15.035274692284599,-0.0,-15.035274692284599,-0.0,-15.036025217652359,-0.0,-15.035274692284599,-0.0,-15.0354240883801,-0.0,-15.035274692284599,-0.0,-15.035274692284599,-0.0,-15.035524867407183,-0.0,-15.035274692284599,-0.0
89,0.7304884100092153,0.2862918188063304,2.140502354788069,0.8389021699930581,1.5675082327113063,0.6143352540407251,0.07692794732176778,0.03014947486368557,0.7661254936375602,0.3002586461359844,2.899054820415879,1.1361928074199716,1.784304047384008,0.6993015139317819,0.852921304363287,0.33427551783025927,2.615782255512185,1.025173088677015,0.21399156780076475,0.08386722405921028,0.15879339783722252,0.0622340478758344,0.1696367374914325,0.06648375175751463,0.24316884176182707,0.09530233338560977,0.3331607558892053,0.13057181667975978,1.018957345971564,0.39934809076654654,-16.74100490352162,-0.0,-16.741218853197235,-0.0,-16.7403362305581,-0.0,-16.740583596845852,-0.0,-16.740468327829483,-0.0,-16.741218853197235,-0.0,-16.740468327829483,-0.0,-16.740468327829483,-0.0,-16.741218853197235,-0.0,-16.740468327829483,-0.0,-16.740583596845852,-0.0,-16.740468327829483,-0.0,-16.740468327829483,-0.0,-16.740718502952067,-0.0,-16.740468327829483,-0.0
90,0.9537818104487134,0.3738046018475668,2.56436420722135,1.005021411575842,2.6818880351262346,1.0510811573335428,0.09687222996074461,0.037966005383900346,1.1215445370776655,0.43955389434339986,2.5468809073724006,0.9981693853918413,1.1883020730503455,0.46571739828236924,0.852921304363287,0.33427551783025927,2.3309420824981535,0.9135389955361419,0.21399156780076475,0.08386722405921028,0.15879339783722252,0.0622340478758344,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.5502976960911209,0.2156717699283864,0.17603249830737985,0.06899036784006785,-16.286696809526845,-0.0,-16.286400480336233,-0.0,-16.286596523330285,-0.0,-16.28667493895849,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.28667493895849,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0,-16.286400480336233,-0.0
91,0.9824909619337916,0.38505624538144,2.846938775510204,1.1157675726310312,0.3424807903402854,0.13422450928620883,0.2564264910725592,0.10049824954561855,1.0346643264589732,0.40550394478158724,2.1862003780718338,0.856812064280906,1.2327245804540967,0.483127394479841,1.1441627253653852,0.4484183775771772,1.9131764954109083,0.749808992262862,0.21399156780076475,0.08386722405921028,0.15879339783722252,0.0622340478758344,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.5847786694279058,0.229185496409928,0.17603249830737985,0.06899036784006785,-18.40138826975737,-0.0,-18.401380966676676,-0.0,-18.40090347666972,-0.0,-18.400112076211826,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.400112076211826,-0.0,-18.401380966676676,-0.0,-18.401380966676676,-0.0,-18.400880616431504,-0.0,-18.401380966676676,-0.0
92,1.4258878570922235,0.5588316288490379,2.7904238618524335,1.0936183404199935,0.31613611416026344,0.12389954703342353,0.29631505635051286,0.1161313105860481,0.8767003071522598,0.3435949455782915,1.9990548204158787,0.783466284459194,1.5347976307996052,0.6015153686226489,0.3696525728103553,0.14487362967878034,2.530330203607975,0.9916828607347528,0.12574762231591333,0.04928280176675243,0.27646150093503535,0.10835033773036977,0.1696367374914325,0.06648375175751463,0.06270391517128873,0.024574815527106917,0.6127362153766502,0.24014257193550223,0.17603249830737985,0.06899036784006785,-14.411577405591286,-0.0,-14.411287901531072,-0.0,-14.41073879231473,-0.0,-14.41099947964616,-0.0,-14.411588111678174,-0.0,-14.411287901531072,-0.0,-14.411588111678174,-0.0,-14.411588111678174,-0.0,-14.411287901531072,-0.0,-14.411588111678174,-0.0,-14.41099947964616,-0.0,-14.411588111678174,-0.0,-14.411588111678174,-0.0,-14.411087761433002,-0.0,-14.411588111678174,-0.0
