timestamp,load_1_p,load_1_q,pv_1_p,pv_1_q,load_2_p,load_2_q,pv_2_p,pv_2_q,load_3_p,load_3_q,pv_3_p,pv_3_q,load_4_p,load_4_q,pv_4_p,pv_4_q,load_5_p,load_5_q,pv_5_p,pv_5_q
71,0.6953994470830084,0.27253981004270755,-3.837355919251098,-0.0,0.3602825745682888,0.14120135534536624,-3.837355919251098,-0.0,0.823271130625686,0.32265507039954044,-3.837355919251098,-0.0,0.07692794732176778,0.03014947486368557,-3.837355919251098,-0.0,0.1263712154453708,0.04952719936263662,-3.837355919251098,-0.0
72,0.6953994470830084,0.27253981004270755,-5.826912055021333,-0.0,0.3602825745682888,0.14120135534536624,-5.826912055021333,-0.0,0.6935236004390779,0.27180463130457283,-5.826912055021333,-0.0,0.07692794732176778,0.03014947486368557,-5.826912055021333,-0.0,0.18560772268538833,0.07274307406387252,-5.826912055021333,-0.0
73,0.6953994470830084,0.27253981004270755,-6.408074890148379,-0.0,0.3602825745682888,0.14120135534536624,-6.408074890148379,-0.0,0.17453347969264543,0.06840287492470257,-6.408074890148379,-0.0,0.07692794732176778,0.03014947486368557,-6.408074890148379,-0.0,0.42255375164545855,0.16560657286881617,-6.408074890148379,-0.0
74,0.6953994470830084,0.27253981004270755,-9.68967713175826,-0.0,0.3602825745682888,0.14120135534536624,-9.68967713175826,-0.0,0.17453347969264543,0.06840287492470257,-9.68967713175826,-0.0,0.07692794732176778,0.03014947486368557,-9.68967713175826,-0.0,0.1263712154453708,0.04952719936263662,-9.68967713175826,-0.0
75,0.615651804068902,0.24128524467083745,-7.812265172260077,-0.0,0.3602825745682888,0.14120135534536624,-7.812265172260077,-0.0,0.17453347969264543,0.06840287492470257,-7.812265172260077,-0.0,0.07692794732176778,0.03014947486368557,-7.812265172260077,-0.0,0.1263712154453708,0.04952719936263662,-7.812265172260077,-0.0
76,0.7304884100092153,0.2862918188063304,-7.486149143475768,-0.0,0.3602825745682888,0.14120135534536624,-7.486149143475768,-0.0,0.17453347969264543,0.06840287492470257,-7.486149143475768,-0.0,0.07692794732176778,0.03014947486368557,-7.486149143475768,-0.0,0.1263712154453708,0.04952719936263662,-7.486149143475768,-0.0
77,0.7304884100092153,0.2862918188063304,-8.089091256447814,-0.0,0.3602825745682888,0.14120135534536624,-8.089091256447814,-0.0,0.17453347969264543,0.06840287492470257,-8.089091256447814,-0.0,0.07692794732176778,0.03014947486368557,-8.089091256447814,-0.0,0.1263712154453708,0.04952719936263662,-8.089091256447814,-0.0
78,0.7304884100092153,0.2862918188063304,-6.585747946252308,-0.0,0.3602825745682888,0.14120135534536624,-6.585747946252308,-0.0,0.17453347969264543,0.06840287492470257,-6.585747946252308,-0.0,0.14872736482208437,0.05828898473645877,-6.585747946252308,-0.0,0.1263712154453708,0.04952719936263662,-6.585747946252308,-0.0
79,0.5008151981285887,0.19627867053534445,-7.181621346239571,-0.0,0.3602825745682888,0.14120135534536624,-7.181621346239571,-0.0,0.17453347969264543,0.06840287492470257,-7.181621346239571,-0.0,0.30201342281879195,0.11836460502039517,-7.181621346239571,-0.0,0.1263712154453708,0.04952719936263662,-7.181621346239571,-0.0
80,0.15630538030764868,0.06125894812886547,-9.504553270075782,-0.0,0.3602825745682888,0.14120135534536624,-9.504553270075782,-0.0,0.17453347969264543,0.06840287492470257,-9.504553270075782,-0.0,0.13448144865138661,0.052705748650591064,-9.504553270075782,-0.0,0.1263712154453708,0.04952719936263662,-9.504553270075782,-0.0
81,0.15630538030764868,0.06125894812886547,-9.067630389097625,-0.0,0.3602825745682888,0.14120135534536624,-9.067630389097625,-0.0,0.17453347969264543,0.06840287492470257,-9.067630389097625,-0.0,0.364695453969862,0.14293084379821305,-9.067630389097625,-0.0,0.1263712154453708,0.04952719936263662,-9.067630389097625,-0.0
