CMDLINE python cigre_pv_example.py --with-pv --optimize --optimize-cycle=5 --optimizer=pi --pp-cycle=0
MEM 1.710938 1557016701.8242
MEM 12.597656 1557016701.9245
MEM 19.636719 1557016702.0248
MEM 28.667969 1557016702.1252
MEM 35.246094 1557016702.2255
MEM 36.039062 1557016702.3258
MEM 36.039062 1557016702.4261
MEM 46.554688 1557016702.5263
MEM 54.164062 1557016702.6268
MEM 60.500000 1557016702.7271
MEM 80.601562 1557016702.8274
MEM 87.082031 1557016702.9277
MEM 91.031250 1557016703.0280
MEM 111.210938 1557016703.1284
MEM 117.640625 1557016703.2287
MEM 123.675781 1557016703.3290
MEM 125.656250 1557016703.4294
MEM 129.015625 1557016703.5297
MEM 131.378906 1557016703.6299
MEM 131.480469 1557016703.7303
MEM 131.484375 1557016703.8307
MEM 132.886719 1557016703.9310
MEM 137.613281 1557016704.0313
MEM 140.964844 1557016704.1315
MEM 145.378906 1557016704.2319
MEM 145.570312 1557016704.3322
MEM 145.570312 1557016704.4325
MEM 145.726562 1557016704.5327
MEM 145.808594 1557016704.6330
MEM 146.140625 1557016704.7332
MEM 146.316406 1557016704.8335
MEM 146.460938 1557016704.9337
MEM 146.824219 1557016705.0340
MEM 147.109375 1557016705.1344
MEM 149.394531 1557016705.2349
MEM 151.972656 1557016705.3353
MEM 151.972656 1557016705.4358
MEM 151.972656 1557016705.5362
MEM 151.972656 1557016705.6367
MEM 151.972656 1557016705.7371
MEM 151.972656 1557016705.8375
MEM 151.972656 1557016705.9378
MEM 151.972656 1557016706.0383
MEM 152.285156 1557016706.1387
MEM 153.156250 1557016706.2391
MEM 153.156250 1557016706.3396
MEM 153.156250 1557016706.4399
MEM 158.722656 1557016706.5403
MEM 159.964844 1557016706.6405
MEM 159.964844 1557016706.7408
MEM 159.964844 1557016706.8411
MEM 159.964844 1557016706.9417
MEM 159.964844 1557016707.0421
MEM 168.640625 1557016707.1424
MEM 162.871094 1557016707.2427
MEM 165.031250 1557016707.3430
MEM 165.898438 1557016707.4433
MEM 166.027344 1557016707.5437
MEM 170.964844 1557016707.6440
MEM 173.140625 1557016707.7446
MEM 173.125000 1557016707.8449
MEM 171.679688 1557016707.9452
MEM 177.421875 1557016708.0457
MEM 183.855469 1557016708.1460
MEM 182.917969 1557016708.2466
MEM 187.785156 1557016708.3470
MEM 186.136719 1557016708.4474
MEM 182.492188 1557016708.5477
MEM 179.605469 1557016708.6481
MEM 179.605469 1557016708.7485
MEM 179.601562 1557016708.8490
MEM 179.605469 1557016708.9494
MEM 179.601562 1557016709.0499
MEM 179.605469 1557016709.1503
MEM 179.605469 1557016709.2507
MEM 179.605469 1557016709.3511
MEM 179.078125 1557016709.4516
MEM 178.960938 1557016709.5521
MEM 178.597656 1557016709.6527
MEM 178.597656 1557016709.7532
MEM 178.597656 1557016709.8537
MEM 178.597656 1557016709.9542
MEM 178.597656 1557016710.0547
MEM 178.597656 1557016710.1550
MEM 178.597656 1557016710.2553
MEM 178.597656 1557016710.3556
MEM 178.074219 1557016710.4560
MEM 178.074219 1557016710.5564
MEM 178.074219 1557016710.6568
MEM 178.074219 1557016710.7572
MEM 178.074219 1557016710.8576
MEM 178.074219 1557016710.9580
MEM 178.074219 1557016711.0583
MEM 178.074219 1557016711.1586
MEM 178.074219 1557016711.2589
MEM 178.074219 1557016711.3593
MEM 178.078125 1557016711.4597
MEM 178.078125 1557016711.5601
MEM 178.074219 1557016711.6604
MEM 178.074219 1557016711.7607
MEM 178.074219 1557016711.8610
MEM 178.074219 1557016711.9613
MEM 178.074219 1557016712.0617
MEM 178.074219 1557016712.1620
MEM 178.074219 1557016712.2625
MEM 178.074219 1557016712.3629
MEM 178.078125 1557016712.4633
MEM 178.078125 1557016712.5636
MEM 178.074219 1557016712.6639
MEM 178.074219 1557016712.7642
MEM 178.074219 1557016712.8646
MEM 178.074219 1557016712.9649
MEM 178.074219 1557016713.0652
MEM 178.074219 1557016713.1656
MEM 178.074219 1557016713.2659
MEM 178.074219 1557016713.3663
MEM 178.074219 1557016713.4666
MEM 178.078125 1557016713.5669
MEM 178.078125 1557016713.6672
MEM 178.078125 1557016713.7677
MEM 178.078125 1557016713.8681
MEM 178.078125 1557016713.9686
MEM 178.078125 1557016714.0689
MEM 178.078125 1557016714.1692
MEM 178.078125 1557016714.2695
MEM 178.078125 1557016714.3699
MEM 178.078125 1557016714.4702
MEM 178.078125 1557016714.5707
MEM 178.074219 1557016714.6712
MEM 178.074219 1557016714.7716
MEM 178.074219 1557016714.8720
MEM 178.074219 1557016714.9725
MEM 178.074219 1557016715.0730
MEM 178.074219 1557016715.1734
MEM 178.074219 1557016715.2739
MEM 178.074219 1557016715.3743
MEM 178.074219 1557016715.4747
MEM 178.074219 1557016715.5750
MEM 178.070312 1557016715.6753
MEM 178.070312 1557016715.7756
MEM 178.070312 1557016715.8759
MEM 178.070312 1557016715.9763
MEM 178.070312 1557016716.0766
MEM 178.070312 1557016716.1769
MEM 178.070312 1557016716.2772
MEM 178.070312 1557016716.3775
MEM 178.070312 1557016716.4778
MEM 178.070312 1557016716.5782
MEM 178.074219 1557016716.6786
MEM 178.074219 1557016716.7790
MEM 178.074219 1557016716.8794
MEM 178.074219 1557016716.9800
MEM 178.074219 1557016717.0804
MEM 178.074219 1557016717.1811
MEM 178.074219 1557016717.2815
MEM 178.074219 1557016717.3819
MEM 178.074219 1557016717.4822
MEM 178.265625 1557016717.5827
MEM 178.320312 1557016717.6830
MEM 178.320312 1557016717.7834
MEM 178.320312 1557016717.8839
MEM 178.320312 1557016717.9843
MEM 178.320312 1557016718.0848
MEM 178.320312 1557016718.1852
MEM 178.320312 1557016718.2854
MEM 178.320312 1557016718.3857
MEM 178.320312 1557016718.4861
MEM 178.320312 1557016718.5865
MEM 178.320312 1557016718.6872
MEM 178.320312 1557016718.7876
MEM 178.320312 1557016718.8881
MEM 178.320312 1557016718.9886
MEM 178.320312 1557016719.0890
MEM 178.320312 1557016719.1894
MEM 178.320312 1557016719.2898
MEM 178.320312 1557016719.3902
MEM 178.320312 1557016719.4905
MEM 178.320312 1557016719.5910
MEM 178.320312 1557016719.6914
MEM 178.320312 1557016719.7917
MEM 178.320312 1557016719.8920
MEM 178.320312 1557016719.9924
MEM 178.320312 1557016720.0928
MEM 178.320312 1557016720.1932
MEM 178.320312 1557016720.2936
MEM 178.320312 1557016720.3940
MEM 178.320312 1557016720.4943
MEM 178.320312 1557016720.5946
MEM 178.328125 1557016720.6951
MEM 178.328125 1557016720.7954
